AREACD,AREANM,Geography,Variable Name,Indicator,Mission,Category,Period,Value,Measure,Unit,Lower Confidence Interval (95%),Upper Confidence Interval (95%),Observation Status,Polarity,Notes
E92000001,England,Nation,Young people achieving GCSEs (and equivalent qualifications) in English and maths by age 19,GCSEs (and equivalent) in English and maths by age 19,Mission 5,Spreading opportunity and improving public services,202021,72.9998245,Percentage,%,na,na,,1,
E12000001,North East,Region,Young people achieving GCSEs (and equivalent qualifications) in English and maths by age 19,GCSEs (and equivalent) in English and maths by age 19,Mission 5,Spreading opportunity and improving public services,202021,70.11920103,Percentage,%,na,na,,1,
E06000047,County Durham,County or Unitary Authority,Young people achieving GCSEs (and equivalent qualifications) in English and maths by age 19,GCSEs (and equivalent) in English and maths by age 19,Mission 5,Spreading opportunity and improving public services,202021,69.00175131,Percentage,%,na,na,,1,
E06000005,Darlington,County or Unitary Authority,Young people achieving GCSEs (and equivalent qualifications) in English and maths by age 19,GCSEs (and equivalent) in English and maths by age 19,Mission 5,Spreading opportunity and improving public services,202021,73.36363636,Percentage,%,na,na,,1,
E06000001,Hartlepool,County or Unitary Authority,Young people achieving GCSEs (and equivalent qualifications) in English and maths by age 19,GCSEs (and equivalent) in English and maths by age 19,Mission 5,Spreading opportunity and improving public services,202021,70.46123651,Percentage,%,na,na,,1,
E06000002,Middlesbrough,County or Unitary Authority,Young people achieving GCSEs (and equivalent qualifications) in English and maths by age 19,GCSEs (and equivalent) in English and maths by age 19,Mission 5,Spreading opportunity and improving public services,202021,69.53541508,Percentage,%,na,na,,1,
E06000057,Northumberland,County or Unitary Authority,Young people achieving GCSEs (and equivalent qualifications) in English and maths by age 19,GCSEs (and equivalent) in English and maths by age 19,Mission 5,Spreading opportunity and improving public services,202021,71.54098361,Percentage,%,na,na,,1,
E06000003,Redcar and Cleveland,County or Unitary Authority,Young people achieving GCSEs (and equivalent qualifications) in English and maths by age 19,GCSEs (and equivalent) in English and maths by age 19,Mission 5,Spreading opportunity and improving public services,202021,69.88823143,Percentage,%,na,na,,1,
E06000004,Stockton-on-Tees,County or Unitary Authority,Young people achieving GCSEs (and equivalent qualifications) in English and maths by age 19,GCSEs (and equivalent) in English and maths by age 19,Mission 5,Spreading opportunity and improving public services,202021,73.06501548,Percentage,%,na,na,,1,
E08000037,Gateshead,Local Authority District,Young people achieving GCSEs (and equivalent qualifications) in English and maths by age 19,GCSEs (and equivalent) in English and maths by age 19,Mission 5,Spreading opportunity and improving public services,202021,71.77589852,Percentage,%,na,na,,1,
E08000021,Newcastle upon Tyne,Local Authority District,Young people achieving GCSEs (and equivalent qualifications) in English and maths by age 19,GCSEs (and equivalent) in English and maths by age 19,Mission 5,Spreading opportunity and improving public services,202021,68.17265026,Percentage,%,na,na,,1,
E08000022,North Tyneside,Local Authority District,Young people achieving GCSEs (and equivalent qualifications) in English and maths by age 19,GCSEs (and equivalent) in English and maths by age 19,Mission 5,Spreading opportunity and improving public services,202021,71.31578947,Percentage,%,na,na,,1,
E08000023,South Tyneside,Local Authority District,Young people achieving GCSEs (and equivalent qualifications) in English and maths by age 19,GCSEs (and equivalent) in English and maths by age 19,Mission 5,Spreading opportunity and improving public services,202021,70.68245125,Percentage,%,na,na,,1,
E08000024,Sunderland,Local Authority District,Young people achieving GCSEs (and equivalent qualifications) in English and maths by age 19,GCSEs (and equivalent) in English and maths by age 19,Mission 5,Spreading opportunity and improving public services,202021,66.62844037,Percentage,%,na,na,,1,
E12000002,North West ,Region,Young people achieving GCSEs (and equivalent qualifications) in English and maths by age 19,GCSEs (and equivalent) in English and maths by age 19,Mission 5,Spreading opportunity and improving public services,202021,73.01847479,Percentage,%,na,na,,1,
E06000008,Blackburn with Darwen,County or Unitary Authority,Young people achieving GCSEs (and equivalent qualifications) in English and maths by age 19,GCSEs (and equivalent) in English and maths by age 19,Mission 5,Spreading opportunity and improving public services,202021,76.6721044,Percentage,%,na,na,,1,
E06000009,Blackpool,County or Unitary Authority,Young people achieving GCSEs (and equivalent qualifications) in English and maths by age 19,GCSEs (and equivalent) in English and maths by age 19,Mission 5,Spreading opportunity and improving public services,202021,66.14173228,Percentage,%,na,na,,1,
E06000049,Cheshire East,County or Unitary Authority,Young people achieving GCSEs (and equivalent qualifications) in English and maths by age 19,GCSEs (and equivalent) in English and maths by age 19,Mission 5,Spreading opportunity and improving public services,202021,77.28937729,Percentage,%,na,na,,1,
E06000050,Cheshire West and Chester,County or Unitary Authority,Young people achieving GCSEs (and equivalent qualifications) in English and maths by age 19,GCSEs (and equivalent) in English and maths by age 19,Mission 5,Spreading opportunity and improving public services,202021,71.56268928,Percentage,%,na,na,,1,
E06000006,Halton,County or Unitary Authority,Young people achieving GCSEs (and equivalent qualifications) in English and maths by age 19,GCSEs (and equivalent) in English and maths by age 19,Mission 5,Spreading opportunity and improving public services,202021,68.63772455,Percentage,%,na,na,,1,
E06000007,Warrington,County or Unitary Authority,Young people achieving GCSEs (and equivalent qualifications) in English and maths by age 19,GCSEs (and equivalent) in English and maths by age 19,Mission 5,Spreading opportunity and improving public services,202021,78.13680235,Percentage,%,na,na,,1,
E10000006,Cumbria ,County or Unitary Authority,Young people achieving GCSEs (and equivalent qualifications) in English and maths by age 19,GCSEs (and equivalent) in English and maths by age 19,Mission 5,Spreading opportunity and improving public services,202021,74.60351026,Percentage,%,na,na,,1,
E07000026,Allerdale,Local Authority District,Young people achieving GCSEs (and equivalent qualifications) in English and maths by age 19,GCSEs (and equivalent) in English and maths by age 19,Mission 5,Spreading opportunity and improving public services,202021,75.31992687,Percentage,%,na,na,,1,
E07000027,Barrow-in-Furness,Local Authority District,Young people achieving GCSEs (and equivalent qualifications) in English and maths by age 19,GCSEs (and equivalent) in English and maths by age 19,Mission 5,Spreading opportunity and improving public services,202021,72.29832572,Percentage,%,na,na,,1,
E07000028,Carlisle,Local Authority District,Young people achieving GCSEs (and equivalent qualifications) in English and maths by age 19,GCSEs (and equivalent) in English and maths by age 19,Mission 5,Spreading opportunity and improving public services,202021,69.56521739,Percentage,%,na,na,,1,
E07000029,Copeland,Local Authority District,Young people achieving GCSEs (and equivalent qualifications) in English and maths by age 19,GCSEs (and equivalent) in English and maths by age 19,Mission 5,Spreading opportunity and improving public services,202021,72.54509018,Percentage,%,na,na,,1,
E07000030,Eden,Local Authority District,Young people achieving GCSEs (and equivalent qualifications) in English and maths by age 19,GCSEs (and equivalent) in English and maths by age 19,Mission 5,Spreading opportunity and improving public services,202021,76.47058824,Percentage,%,na,na,,1,
