areacd,areanm,geography,indicator,period,observation,measure,unit,lci_95,uci_95,status,notes
E92000001,England,Nation,Male healthy life expectancy,2011-01-01/P3Y,63.02,Years,yrs,62.85,63.2,,
E92000001,England,Nation,Male healthy life expectancy,2012-01-01/P3Y,63.17,Years,yrs,63.0,63.35,,
E92000001,England,Nation,Male healthy life expectancy,2013-01-01/P3Y,63.22,Years,yrs,63.05,63.4,,
E92000001,England,Nation,Male healthy life expectancy,2014-01-01/P3Y,63.27,Years,yrs,63.09,63.45,,
E92000001,England,Nation,Male healthy life expectancy,2015-01-01/P3Y,63.33,Years,yrs,63.15,63.52,,
E92000001,England,Nation,Male healthy life expectancy,2016-01-01/P3Y,63.32,Years,yrs,63.14,63.51,,
E92000001,England,Nation,Male healthy life expectancy,2017-01-01/P3Y,63.19,Years,yrs,63.0,63.39,,
E92000001,England,Nation,Male healthy life expectancy,2018-01-01/P3Y,63.08,Years,yrs,62.88,63.28,,
E92000001,England,Nation,Male healthy life expectancy,2019-01-01/P3Y,62.74,Years,yrs,62.53,62.95,,
E92000001,England,Nation,Male healthy life expectancy,2020-01-01/P3Y,62.29,Years,yrs,62.07,62.51,,
E92000001,England,Nation,Male healthy life expectancy,2021-01-01/P3Y,61.52,Years,yrs,61.27,61.77,,
E12000001,North East,Region,Male healthy life expectancy,2021-01-01/P3Y,56.92,Years,yrs,56.02,57.82,,
E12000001,North East,Region,Male healthy life expectancy,2020-01-01/P3Y,57.44,Years,yrs,56.62,58.25,,
E12000001,North East,Region,Male healthy life expectancy,2019-01-01/P3Y,58.62,Years,yrs,57.86,59.38,,
E12000001,North East,Region,Male healthy life expectancy,2018-01-01/P3Y,58.82,Years,yrs,58.08,59.56,,
E12000001,North East,Region,Male healthy life expectancy,2017-01-01/P3Y,59.41,Years,yrs,58.73,60.1,,
E12000001,North East,Region,Male healthy life expectancy,2013-01-01/P3Y,59.16,Years,yrs,58.52,59.8,,
E12000001,North East,Region,Male healthy life expectancy,2015-01-01/P3Y,59.57,Years,yrs,58.9,60.25,,
E12000001,North East,Region,Male healthy life expectancy,2014-01-01/P3Y,59.39,Years,yrs,58.73,60.05,,
E12000001,North East,Region,Male healthy life expectancy,2012-01-01/P3Y,59.1,Years,yrs,58.48,59.72,,
E12000001,North East,Region,Male healthy life expectancy,2011-01-01/P3Y,58.74,Years,yrs,58.12,59.35,,
E12000001,North East,Region,Male healthy life expectancy,2016-01-01/P3Y,59.53,Years,yrs,58.85,60.21,,
E06000047,County Durham,County or Unitary Authority,Male healthy life expectancy,2017-01-01/P3Y,59.52,Years,yrs,57.14,61.91,,
E06000047,County Durham,County or Unitary Authority,Male healthy life expectancy,2021-01-01/P3Y,56.53,Years,yrs,53.91,59.15,,
E06000047,County Durham,County or Unitary Authority,Male healthy life expectancy,2020-01-01/P3Y,57.51,Years,yrs,55.24,59.78,,
E06000047,County Durham,County or Unitary Authority,Male healthy life expectancy,2019-01-01/P3Y,58.84,Years,yrs,56.58,61.09,,
E06000047,County Durham,County or Unitary Authority,Male healthy life expectancy,2016-01-01/P3Y,59.42,Years,yrs,57.0,61.84,,
E06000047,County Durham,County or Unitary Authority,Male healthy life expectancy,2018-01-01/P3Y,58.62,Years,yrs,56.25,60.99,,
E06000047,County Durham,County or Unitary Authority,Male healthy life expectancy,2014-01-01/P3Y,58.49,Years,yrs,56.15,60.83,,
E06000047,County Durham,County or Unitary Authority,Male healthy life expectancy,2015-01-01/P3Y,58.7,Years,yrs,56.23,61.16,,
E06000047,County Durham,County or Unitary Authority,Male healthy life expectancy,2013-01-01/P3Y,57.11,Years,yrs,54.75,59.47,,
E06000047,County Durham,County or Unitary Authority,Male healthy life expectancy,2012-01-01/P3Y,57.7,Years,yrs,55.54,59.87,,
E06000047,County Durham,County or Unitary Authority,Male healthy life expectancy,2011-01-01/P3Y,57.89,Years,yrs,55.75,60.04,,
E06000005,Darlington,County or Unitary Authority,Male healthy life expectancy,2020-01-01/P3Y,58.47,Years,yrs,55.67,61.26,,
E06000005,Darlington,County or Unitary Authority,Male healthy life expectancy,2019-01-01/P3Y,59.69,Years,yrs,57.19,62.2,,
E06000005,Darlington,County or Unitary Authority,Male healthy life expectancy,2018-01-01/P3Y,60.7,Years,yrs,58.24,63.16,,
E06000005,Darlington,County or Unitary Authority,Male healthy life expectancy,2017-01-01/P3Y,61.23,Years,yrs,58.95,63.51,,
E06000005,Darlington,County or Unitary Authority,Male healthy life expectancy,2016-01-01/P3Y,62.07,Years,yrs,59.68,64.45,,
E06000005,Darlington,County or Unitary Authority,Male healthy life expectancy,2021-01-01/P3Y,57.56,Years,yrs,54.32,60.79,,
E06000005,Darlington,County or Unitary Authority,Male healthy life expectancy,2014-01-01/P3Y,61.37,Years,yrs,59.01,63.74,,
E06000005,Darlington,County or Unitary Authority,Male healthy life expectancy,2013-01-01/P3Y,61.21,Years,yrs,58.98,63.44,,
E06000005,Darlington,County or Unitary Authority,Male healthy life expectancy,2012-01-01/P3Y,61.87,Years,yrs,59.81,63.93,,
E06000005,Darlington,County or Unitary Authority,Male healthy life expectancy,2011-01-01/P3Y,61.99,Years,yrs,59.88,64.1,,
E06000005,Darlington,County or Unitary Authority,Male healthy life expectancy,2015-01-01/P3Y,61.54,Years,yrs,59.15,63.94,,
E06000001,Hartlepool,County or Unitary Authority,Male healthy life expectancy,2021-01-01/P3Y,53.3,Years,yrs,50.05,56.55,,
E06000001,Hartlepool,County or Unitary Authority,Male healthy life expectancy,2020-01-01/P3Y,54.46,Years,yrs,51.55,57.37,,
E06000001,Hartlepool,County or Unitary Authority,Male healthy life expectancy,2019-01-01/P3Y,54.97,Years,yrs,52.07,57.87,,
E06000001,Hartlepool,County or Unitary Authority,Male healthy life expectancy,2018-01-01/P3Y,56.34,Years,yrs,53.74,58.93,,
E06000001,Hartlepool,County or Unitary Authority,Male healthy life expectancy,2017-01-01/P3Y,56.91,Years,yrs,54.43,59.39,,
E06000001,Hartlepool,County or Unitary Authority,Male healthy life expectancy,2016-01-01/P3Y,57.27,Years,yrs,54.83,59.71,,
E06000001,Hartlepool,County or Unitary Authority,Male healthy life expectancy,2014-01-01/P3Y,56.72,Years,yrs,54.57,58.86,,
E06000001,Hartlepool,County or Unitary Authority,Male healthy life expectancy,2013-01-01/P3Y,56.18,Years,yrs,54.08,58.27,,
E06000001,Hartlepool,County or Unitary Authority,Male healthy life expectancy,2012-01-01/P3Y,56.23,Years,yrs,54.14,58.32,,
E06000001,Hartlepool,County or Unitary Authority,Male healthy life expectancy,2011-01-01/P3Y,56.11,Years,yrs,54.03,58.18,,
E06000001,Hartlepool,County or Unitary Authority,Male healthy life expectancy,2015-01-01/P3Y,56.26,Years,yrs,53.96,58.56,,
E06000002,Middlesbrough,County or Unitary Authority,Male healthy life expectancy,2017-01-01/P3Y,58.12,Years,yrs,55.93,60.31,,
E06000002,Middlesbrough,County or Unitary Authority,Male healthy life expectancy,2021-01-01/P3Y,54.24,Years,yrs,50.61,57.87,,
E06000002,Middlesbrough,County or Unitary Authority,Male healthy life expectancy,2020-01-01/P3Y,54.98,Years,yrs,51.86,58.09,,
E06000002,Middlesbrough,County or Unitary Authority,Male healthy life expectancy,2019-01-01/P3Y,56.91,Years,yrs,54.29,59.52,,
E06000002,Middlesbrough,County or Unitary Authority,Male healthy life expectancy,2016-01-01/P3Y,57.63,Years,yrs,55.38,59.87,,
E06000002,Middlesbrough,County or Unitary Authority,Male healthy life expectancy,2018-01-01/P3Y,59.01,Years,yrs,56.74,61.27,,
E06000002,Middlesbrough,County or Unitary Authority,Male healthy life expectancy,2014-01-01/P3Y,57.96,Years,yrs,55.74,60.18,,
E06000002,Middlesbrough,County or Unitary Authority,Male healthy life expectancy,2011-01-01/P3Y,57.67,Years,yrs,55.57,59.76,,
E06000002,Middlesbrough,County or Unitary Authority,Male healthy life expectancy,2012-01-01/P3Y,58.37,Years,yrs,56.17,60.58,,
