AREACD,AREANM,Geography,Variable Name,Indicator,Mission,Category,Period,Observation,Measure,Unit,Lower Confidence Interval (95%),Upper Confidence Interval (95%),Observation Status,Polarity,Notes
n92000002,northern-ireland,nation,"Net additions to the housing stock (per 1,000 stock) (Northern Ireland)",Net additions to the housing stock (Northern Ireland),Mission 10,"Restoring a sense of community, local pride and belonging",2022-2023,8.0,Net additional dwellings per 1000 stock,Net additional dwellings per 1000 stock,,,,1,
n92000002,northern-ireland,nation,"Net additions to the housing stock (per 1,000 stock) (Northern Ireland)",Net additions to the housing stock (Northern Ireland),Mission 10,"Restoring a sense of community, local pride and belonging",2021-2022,10.0,Net additional dwellings per 1000 stock,Net additional dwellings per 1000 stock,,,,1,
n92000002,northern-ireland,nation,"Net additions to the housing stock (per 1,000 stock) (Northern Ireland)",Net additions to the housing stock (Northern Ireland),Mission 10,"Restoring a sense of community, local pride and belonging",2020-2021,8.0,Net additional dwellings per 1000 stock,Net additional dwellings per 1000 stock,,,,1,
n92000002,northern-ireland,nation,"Net additions to the housing stock (per 1,000 stock) (Northern Ireland)",Net additions to the housing stock (Northern Ireland),Mission 10,"Restoring a sense of community, local pride and belonging",2018-2019,11.0,Net additional dwellings per 1000 stock,Net additional dwellings per 1000 stock,,,,1,
n92000002,northern-ireland,nation,"Net additions to the housing stock (per 1,000 stock) (Northern Ireland)",Net additions to the housing stock (Northern Ireland),Mission 10,"Restoring a sense of community, local pride and belonging",2017-2018,9.0,Net additional dwellings per 1000 stock,Net additional dwellings per 1000 stock,,,,1,
n92000002,northern-ireland,nation,"Net additions to the housing stock (per 1,000 stock) (Northern Ireland)",Net additions to the housing stock (Northern Ireland),Mission 10,"Restoring a sense of community, local pride and belonging",2019-2020,11.0,Net additional dwellings per 1000 stock,Net additional dwellings per 1000 stock,,,,1,
n92000002,northern-ireland,nation,"Net additions to the housing stock (per 1,000 stock) (Northern Ireland)",Net additions to the housing stock (Northern Ireland),Mission 10,"Restoring a sense of community, local pride and belonging",2015-2016,7.0,Net additional dwellings per 1000 stock,Net additional dwellings per 1000 stock,,,,1,
n92000002,northern-ireland,nation,"Net additions to the housing stock (per 1,000 stock) (Northern Ireland)",Net additions to the housing stock (Northern Ireland),Mission 10,"Restoring a sense of community, local pride and belonging",2014-2015,5.0,Net additional dwellings per 1000 stock,Net additional dwellings per 1000 stock,,,,1,
n92000002,northern-ireland,nation,"Net additions to the housing stock (per 1,000 stock) (Northern Ireland)",Net additions to the housing stock (Northern Ireland),Mission 10,"Restoring a sense of community, local pride and belonging",2013-2014,7.0,Net additional dwellings per 1000 stock,Net additional dwellings per 1000 stock,,,,1,
n92000002,northern-ireland,nation,"Net additions to the housing stock (per 1,000 stock) (Northern Ireland)",Net additions to the housing stock (Northern Ireland),Mission 10,"Restoring a sense of community, local pride and belonging",2012-2013,5.0,Net additional dwellings per 1000 stock,Net additional dwellings per 1000 stock,,,,1,
n92000002,northern-ireland,nation,"Net additions to the housing stock (per 1,000 stock) (Northern Ireland)",Net additions to the housing stock (Northern Ireland),Mission 10,"Restoring a sense of community, local pride and belonging",2016-2017,9.0,Net additional dwellings per 1000 stock,Net additional dwellings per 1000 stock,,,,1,
n09000001,antrim-and-newtownabbey,local-authority-district,"Net additions to the housing stock (per 1,000 stock) (Northern Ireland)",Net additions to the housing stock (Northern Ireland),Mission 10,"Restoring a sense of community, local pride and belonging",2018-2019,12.0,Net additional dwellings per 1000 stock,Net additional dwellings per 1000 stock,,,,1,
n09000001,antrim-and-newtownabbey,local-authority-district,"Net additions to the housing stock (per 1,000 stock) (Northern Ireland)",Net additions to the housing stock (Northern Ireland),Mission 10,"Restoring a sense of community, local pride and belonging",2022-2023,11.0,Net additional dwellings per 1000 stock,Net additional dwellings per 1000 stock,,,,1,
n09000001,antrim-and-newtownabbey,local-authority-district,"Net additions to the housing stock (per 1,000 stock) (Northern Ireland)",Net additions to the housing stock (Northern Ireland),Mission 10,"Restoring a sense of community, local pride and belonging",2021-2022,12.0,Net additional dwellings per 1000 stock,Net additional dwellings per 1000 stock,,,,1,
n09000001,antrim-and-newtownabbey,local-authority-district,"Net additions to the housing stock (per 1,000 stock) (Northern Ireland)",Net additions to the housing stock (Northern Ireland),Mission 10,"Restoring a sense of community, local pride and belonging",2020-2021,8.0,Net additional dwellings per 1000 stock,Net additional dwellings per 1000 stock,,,,1,
n09000001,antrim-and-newtownabbey,local-authority-district,"Net additions to the housing stock (per 1,000 stock) (Northern Ireland)",Net additions to the housing stock (Northern Ireland),Mission 10,"Restoring a sense of community, local pride and belonging",2019-2020,12.0,Net additional dwellings per 1000 stock,Net additional dwellings per 1000 stock,,,,1,
n09000001,antrim-and-newtownabbey,local-authority-district,"Net additions to the housing stock (per 1,000 stock) (Northern Ireland)",Net additions to the housing stock (Northern Ireland),Mission 10,"Restoring a sense of community, local pride and belonging",2017-2018,10.0,Net additional dwellings per 1000 stock,Net additional dwellings per 1000 stock,,,,1,
n09000001,antrim-and-newtownabbey,local-authority-district,"Net additions to the housing stock (per 1,000 stock) (Northern Ireland)",Net additions to the housing stock (Northern Ireland),Mission 10,"Restoring a sense of community, local pride and belonging",2013-2014,9.0,Net additional dwellings per 1000 stock,Net additional dwellings per 1000 stock,,,,1,
n09000001,antrim-and-newtownabbey,local-authority-district,"Net additions to the housing stock (per 1,000 stock) (Northern Ireland)",Net additions to the housing stock (Northern Ireland),Mission 10,"Restoring a sense of community, local pride and belonging",2015-2016,11.0,Net additional dwellings per 1000 stock,Net additional dwellings per 1000 stock,,,,1,
