AREACD,AREANM,Geography,Variable Name,Indicator,Mission,Category,Period,Observation,Measure,Unit,Lower Confidence Interval (95%),Upper Confidence Interval (95%),Observation Status,Polarity,Notes
e92000001,england,nation,5 year olds at 'expected level' for maths early learning goals,Children at expected level for maths by end of early years foundation stage,Mission 5,Spreading opportunity and improving public services,2022-09-01t00-00-00/p1y,77.1,Percentage,%,,,,1,
e12000001,north-east,region,5 year olds at 'expected level' for maths early learning goals,Children at expected level for maths by end of early years foundation stage,Mission 5,Spreading opportunity and improving public services,2022-09-01t00-00-00/p1y,75.6,Percentage,%,,,,1,
e06000047,county-durham,county-or-unitary-authority,5 year olds at 'expected level' for maths early learning goals,Children at expected level for maths by end of early years foundation stage,Mission 5,Spreading opportunity and improving public services,2022-09-01t00-00-00/p1y,75.1,Percentage,%,,,,1,
e06000005,darlington,county-or-unitary-authority,5 year olds at 'expected level' for maths early learning goals,Children at expected level for maths by end of early years foundation stage,Mission 5,Spreading opportunity and improving public services,2022-09-01t00-00-00/p1y,73.5,Percentage,%,,,,1,
e06000001,hartlepool,county-or-unitary-authority,5 year olds at 'expected level' for maths early learning goals,Children at expected level for maths by end of early years foundation stage,Mission 5,Spreading opportunity and improving public services,2022-09-01t00-00-00/p1y,73.1,Percentage,%,,,,1,
e06000002,middlesbrough,county-or-unitary-authority,5 year olds at 'expected level' for maths early learning goals,Children at expected level for maths by end of early years foundation stage,Mission 5,Spreading opportunity and improving public services,2022-09-01t00-00-00/p1y,67.8,Percentage,%,,,,1,
e06000057,northumberland,county-or-unitary-authority,5 year olds at 'expected level' for maths early learning goals,Children at expected level for maths by end of early years foundation stage,Mission 5,Spreading opportunity and improving public services,2022-09-01t00-00-00/p1y,79.7,Percentage,%,,,,1,
e06000003,redcar-and-cleveland,county-or-unitary-authority,5 year olds at 'expected level' for maths early learning goals,Children at expected level for maths by end of early years foundation stage,Mission 5,Spreading opportunity and improving public services,2022-09-01t00-00-00/p1y,76.1,Percentage,%,,,,1,
e06000004,stockton-on-tees,county-or-unitary-authority,5 year olds at 'expected level' for maths early learning goals,Children at expected level for maths by end of early years foundation stage,Mission 5,Spreading opportunity and improving public services,2022-09-01t00-00-00/p1y,78.8,Percentage,%,,,,1,
e08000037,gateshead,local-authority-district,5 year olds at 'expected level' for maths early learning goals,Children at expected level for maths by end of early years foundation stage,Mission 5,Spreading opportunity and improving public services,2022-09-01t00-00-00/p1y,76.3,Percentage,%,,,,1,
e08000021,newcastle-upon-tyne,local-authority-district,5 year olds at 'expected level' for maths early learning goals,Children at expected level for maths by end of early years foundation stage,Mission 5,Spreading opportunity and improving public services,2022-09-01t00-00-00/p1y,73.8,Percentage,%,,,,1,
e08000022,north-tyneside,local-authority-district,5 year olds at 'expected level' for maths early learning goals,Children at expected level for maths by end of early years foundation stage,Mission 5,Spreading opportunity and improving public services,2022-09-01t00-00-00/p1y,77.8,Percentage,%,,,,1,
e08000023,south-tyneside,local-authority-district,5 year olds at 'expected level' for maths early learning goals,Children at expected level for maths by end of early years foundation stage,Mission 5,Spreading opportunity and improving public services,2022-09-01t00-00-00/p1y,77.1,Percentage,%,,,,1,
e08000024,sunderland,local-authority-district,5 year olds at 'expected level' for maths early learning goals,Children at expected level for maths by end of early years foundation stage,Mission 5,Spreading opportunity and improving public services,2022-09-01t00-00-00/p1y,75.2,Percentage,%,,,,1,
e12000002,north-west,region,5 year olds at 'expected level' for maths early learning goals,Children at expected level for maths by end of early years foundation stage,Mission 5,Spreading opportunity and improving public services,2022-09-01t00-00-00/p1y,74.3,Percentage,%,,,,1,
e06000008,blackburn-with-darwen,county-or-unitary-authority,5 year olds at 'expected level' for maths early learning goals,Children at expected level for maths by end of early years foundation stage,Mission 5,Spreading opportunity and improving public services,2022-09-01t00-00-00/p1y,72.2,Percentage,%,,,,1,
e06000009,blackpool,county-or-unitary-authority,5 year olds at 'expected level' for maths early learning goals,Children at expected level for maths by end of early years foundation stage,Mission 5,Spreading opportunity and improving public services,2022-09-01t00-00-00/p1y,72.5,Percentage,%,,,,1,
e06000049,cheshire-east,county-or-unitary-authority,5 year olds at 'expected level' for maths early learning goals,Children at expected level for maths by end of early years foundation stage,Mission 5,Spreading opportunity and improving public services,2022-09-01t00-00-00/p1y,79.6,Percentage,%,,,,1,
e06000050,cheshire-west-and-chester,county-or-unitary-authority,5 year olds at 'expected level' for maths early learning goals,Children at expected level for maths by end of early years foundation stage,Mission 5,Spreading opportunity and improving public services,2022-09-01t00-00-00/p1y,77.5,Percentage,%,,,,1,
e06000006,halton,county-or-unitary-authority,5 year olds at 'expected level' for maths early learning goals,Children at expected level for maths by end of early years foundation stage,Mission 5,Spreading opportunity and improving public services,2022-09-01t00-00-00/p1y,71.8,Percentage,%,,,,1,
e06000007,warrington,county-or-unitary-authority,5 year olds at 'expected level' for maths early learning goals,Children at expected level for maths by end of early years foundation stage,Mission 5,Spreading opportunity and improving public services,2022-09-01t00-00-00/p1y,78.9,Percentage,%,,,,1,
e06000063,cumberland,county-or-unitary-authority,5 year olds at 'expected level' for maths early learning goals,Children at expected level for maths by end of early years foundation stage,Mission 5,Spreading opportunity and improving public services,2022-09-01t00-00-00/p1y,75.3,Percentage,%,,,,1,
e06000064,westmorland-and-furness,county-or-unitary-authority,5 year olds at 'expected level' for maths early learning goals,Children at expected level for maths by end of early years foundation stage,Mission 5,Spreading opportunity and improving public services,2022-09-01t00-00-00/p1y,77.1,Percentage,%,,,,1,
e08000001,bolton,local-authority-district,5 year olds at 'expected level' for maths early learning goals,Children at expected level for maths by end of early years foundation stage,Mission 5,Spreading opportunity and improving public services,2022-09-01t00-00-00/p1y,72.1,Percentage,%,,,,1,
e08000002,bury,local-authority-district,5 year olds at 'expected level' for maths early learning goals,Children at expected level for maths by end of early years foundation stage,Mission 5,Spreading opportunity and improving public services,2022-09-01t00-00-00/p1y,75.9,Percentage,%,,,,1,
e08000003,manchester,local-authority-district,5 year olds at 'expected level' for maths early learning goals,Children at expected level for maths by end of early years foundation stage,Mission 5,Spreading opportunity and improving public services,2022-09-01t00-00-00/p1y,67.4,Percentage,%,,,,1,
e08000004,oldham,local-authority-district,5 year olds at 'expected level' for maths early learning goals,Children at expected level for maths by end of early years foundation stage,Mission 5,Spreading opportunity and improving public services,2022-09-01t00-00-00/p1y,71.2,Percentage,%,,,,1,
e08000005,rochdale,local-authority-district,5 year olds at 'expected level' for maths early learning goals,Children at expected level for maths by end of early years foundation stage,Mission 5,Spreading opportunity and improving public services,2022-09-01t00-00-00/p1y,72.3,Percentage,%,,,,1,
e08000006,salford,local-authority-district,5 year olds at 'expected level' for maths early learning goals,Children at expected level for maths by end of early years foundation stage,Mission 5,Spreading opportunity and improving public services,2022-09-01t00-00-00/p1y,74.0,Percentage,%,,,,1,
e08000007,stockport,local-authority-district,5 year olds at 'expected level' for maths early learning goals,Children at expected level for maths by end of early years foundation stage,Mission 5,Spreading opportunity and improving public services,2022-09-01t00-00-00/p1y,77.8,Percentage,%,,,,1,
e08000008,tameside,local-authority-district,5 year olds at 'expected level' for maths early learning goals,Children at expected level for maths by end of early years foundation stage,Mission 5,Spreading opportunity and improving public services,2022-09-01t00-00-00/p1y,73.2,Percentage,%,,,,1,
e08000009,trafford,local-authority-district,5 year olds at 'expected level' for maths early learning goals,Children at expected level for maths by end of early years foundation stage,Mission 5,Spreading opportunity and improving public services,2022-09-01t00-00-00/p1y,81.8,Percentage,%,,,,1,
e08000010,wigan,local-authority-district,5 year olds at 'expected level' for maths early learning goals,Children at expected level for maths by end of early years foundation stage,Mission 5,Spreading opportunity and improving public services,2022-09-01t00-00-00/p1y,73.4,Percentage,%,,,,1,
e10000017,lancashire,county-or-unitary-authority,5 year olds at 'expected level' for maths early learning goals,Children at expected level for maths by end of early years foundation stage,Mission 5,Spreading opportunity and improving public services,2022-09-01t00-00-00/p1y,75.3,Percentage,%,,,,1,
e07000117,burnley,local-authority-district,5 year olds at 'expected level' for maths early learning goals,Children at expected level for maths by end of early years foundation stage,Mission 5,Spreading opportunity and improving public services,2022-09-01t00-00-00/p1y,65.8,Percentage,%,,,,1,
e07000118,chorley,local-authority-district,5 year olds at 'expected level' for maths early learning goals,Children at expected level for maths by end of early years foundation stage,Mission 5,Spreading opportunity and improving public services,2022-09-01t00-00-00/p1y,76.7,Percentage,%,,,,1,
e07000119,fylde,local-authority-district,5 year olds at 'expected level' for maths early learning goals,Children at expected level for maths by end of early years foundation stage,Mission 5,Spreading opportunity and improving public services,2022-09-01t00-00-00/p1y,81.9,Percentage,%,,,,1,
e07000120,hyndburn,local-authority-district,5 year olds at 'expected level' for maths early learning goals,Children at expected level for maths by end of early years foundation stage,Mission 5,Spreading opportunity and improving public services,2022-09-01t00-00-00/p1y,73.7,Percentage,%,,,,1,
