AREACD,AREANM,Geography,Variable Name,Indicator,Mission,Category,Period,Value,Measure,Unit,Lower Confidence Interval (95%),Upper Confidence Interval (95%),Observation Status,Polarity,Notes
k02000001,United Kingdom,Country,Male healthy life expectancy,Male healthy life expectancy,Mission 7,Spreading opportunity and improving public services,2011-01-01t00-00-00/p3y,62.9,Years,yrs,62.75,63.04,,1,
k02000001,United Kingdom,Country,Male healthy life expectancy,Male healthy life expectancy,Mission 7,Spreading opportunity and improving public services,2012-01-01t00-00-00/p3y,63.08,Years,yrs,62.93,63.22,,1,
k02000001,United Kingdom,Country,Male healthy life expectancy,Male healthy life expectancy,Mission 7,Spreading opportunity and improving public services,2013-01-01t00-00-00/p3y,63.09,Years,yrs,62.95,63.24,,1,
k02000001,United Kingdom,Country,Male healthy life expectancy,Male healthy life expectancy,Mission 7,Spreading opportunity and improving public services,2014-01-01t00-00-00/p3y,63.04,Years,yrs,62.9,63.19,,1,
k02000001,United Kingdom,Country,Male healthy life expectancy,Male healthy life expectancy,Mission 7,Spreading opportunity and improving public services,2015-01-01t00-00-00/p3y,63.13,Years,yrs,62.98,63.28,,1,
k02000001,United Kingdom,Country,Male healthy life expectancy,Male healthy life expectancy,Mission 7,Spreading opportunity and improving public services,2016-01-01t00-00-00/p3y,63.09,Years,yrs,62.94,63.24,,1,
k02000001,United Kingdom,Country,Male healthy life expectancy,Male healthy life expectancy,Mission 7,Spreading opportunity and improving public services,2017-01-01t00-00-00/p3y,62.9,Years,yrs,62.74,63.05,,1,
k02000001,United Kingdom,Country,Male healthy life expectancy,Male healthy life expectancy,Mission 7,Spreading opportunity and improving public services,2018-01-01t00-00-00/p3y,62.83,Years,yrs,62.65,63.0,,1,
e92000001,England,Nation,Male healthy life expectancy,Male healthy life expectancy,Mission 7,Spreading opportunity and improving public services,2018-01-01t00-00-00/p3y,63.14,Years,yrs,62.94,63.34,,1,
e92000001,England,Nation,Male healthy life expectancy,Male healthy life expectancy,Mission 7,Spreading opportunity and improving public services,2017-01-01t00-00-00/p3y,63.18,Years,yrs,63.01,63.36,,1,
e92000001,England,Nation,Male healthy life expectancy,Male healthy life expectancy,Mission 7,Spreading opportunity and improving public services,2015-01-01t00-00-00/p3y,63.38,Years,yrs,63.21,63.55,,1,
e92000001,England,Nation,Male healthy life expectancy,Male healthy life expectancy,Mission 7,Spreading opportunity and improving public services,2016-01-01t00-00-00/p3y,63.36,Years,yrs,63.19,63.53,,1,
e92000001,England,Nation,Male healthy life expectancy,Male healthy life expectancy,Mission 7,Spreading opportunity and improving public services,2013-01-01t00-00-00/p3y,63.38,Years,yrs,63.21,63.54,,1,
e92000001,England,Nation,Male healthy life expectancy,Male healthy life expectancy,Mission 7,Spreading opportunity and improving public services,2012-01-01t00-00-00/p3y,63.37,Years,yrs,63.21,63.54,,1,
e92000001,England,Nation,Male healthy life expectancy,Male healthy life expectancy,Mission 7,Spreading opportunity and improving public services,2011-01-01t00-00-00/p3y,63.18,Years,yrs,63.02,63.34,,1,
e92000001,England,Nation,Male healthy life expectancy,Male healthy life expectancy,Mission 7,Spreading opportunity and improving public services,2014-01-01t00-00-00/p3y,63.31,Years,yrs,63.14,63.47,,1,
e12000001,North East,Region,Male healthy life expectancy,Male healthy life expectancy,Mission 7,Spreading opportunity and improving public services,2011-01-01t00-00-00/p3y,59.31,Years,yrs,58.76,59.85,,1,
e12000001,North East,Region,Male healthy life expectancy,Male healthy life expectancy,Mission 7,Spreading opportunity and improving public services,2012-01-01t00-00-00/p3y,59.6,Years,yrs,59.05,60.15,,1,
e12000001,North East,Region,Male healthy life expectancy,Male healthy life expectancy,Mission 7,Spreading opportunity and improving public services,2013-01-01t00-00-00/p3y,59.56,Years,yrs,58.98,60.13,,1,
e12000001,North East,Region,Male healthy life expectancy,Male healthy life expectancy,Mission 7,Spreading opportunity and improving public services,2014-01-01t00-00-00/p3y,59.63,Years,yrs,59.05,60.22,,1,
e12000001,North East,Region,Male healthy life expectancy,Male healthy life expectancy,Mission 7,Spreading opportunity and improving public services,2015-01-01t00-00-00/p3y,59.52,Years,yrs,58.92,60.11,,1,
e12000001,North East,Region,Male healthy life expectancy,Male healthy life expectancy,Mission 7,Spreading opportunity and improving public services,2016-01-01t00-00-00/p3y,59.36,Years,yrs,58.75,59.97,,1,
e12000001,North East,Region,Male healthy life expectancy,Male healthy life expectancy,Mission 7,Spreading opportunity and improving public services,2017-01-01t00-00-00/p3y,59.37,Years,yrs,58.77,59.97,,1,
e12000001,North East,Region,Male healthy life expectancy,Male healthy life expectancy,Mission 7,Spreading opportunity and improving public services,2018-01-01t00-00-00/p3y,59.07,Years,yrs,58.41,59.74,,1,
e47000006,Tees Valley,Combined Authority or City Region,Male healthy life expectancy,Male healthy life expectancy,Mission 7,Spreading opportunity and improving public services,2017-01-01t00-00-00/p3y,58.42,Years,yrs,57.55,59.29,,1,
e47000006,Tees Valley,Combined Authority or City Region,Male healthy life expectancy,Male healthy life expectancy,Mission 7,Spreading opportunity and improving public services,2018-01-01t00-00-00/p3y,58.82,Years,yrs,57.84,59.8,,1,
