AREACD,AREANM,Geography,Variable Name,Indicator,Period,Observation,Measure,Unit,Lower Confidence Interval (95%),Upper Confidence Interval (95%),Observation Status,Polarity,Notes
k02000001,united-kingdom,country,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2022,7.0,Percentage,%,6.8,7.2,,1,
k02000001,united-kingdom,country,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2023,6.6,Percentage,%,6.4,6.8,,1,
k03000001,great-britain,country,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2022,6.8,Percentage,%,6.6,7.0,,1,
k03000001,great-britain,country,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2023,6.5,Percentage,%,6.3,6.7,,1,
k04000001,england-and-wales,country,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2022,6.7,Percentage,%,6.5,6.9,,1,
k04000001,england-and-wales,country,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2023,6.3,Percentage,%,6.1,6.5,,1,
e92000001,england,nation,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2022,6.6,Percentage,%,6.4,6.8,,1,
e92000001,england,nation,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2023,6.2,Percentage,%,6.0,6.4,,1,
e12000001,north-east,region,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2022,8.0,Percentage,%,7.3,8.7,,1,
e12000001,north-east,region,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2023,8.5,Percentage,%,7.7,9.3,,1,
e47000006,tees-valley,combined-authority-or-city-region,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2022,8.2,Percentage,%,7.1,9.3,,1,
e47000006,tees-valley,combined-authority-or-city-region,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2023,8.0,Percentage,%,6.7,9.3,,1,
e47000014,north-east,combined-authority-or-city-region,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2023,8.6,Percentage,%,7.6,9.6,,1,
e47000014,north-east,combined-authority-or-city-region,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2022,7.9,Percentage,%,7.0,8.8,,1,
e06000047,county-durham,county-or-unitary-authority,No qualifications,Proportion of the population aged 16 – 64 with no qualifications,2022,8.0,Percentage,%,6.0,10.0,,1,
