AREACD,AREANM,Geography,Variable Name,Indicator,Mission,Category,Period,Value,Measure,Unit,Lower Confidence Interval (95%),Upper Confidence Interval (95%),Observation Status,Polarity,Notes
E92000001,England,Nation,Schools and nursery schools rated good or outstanding by Ofsted,Schools and nursery schools rated good or outstanding,Mission 5,Spreading opportunity and improving public services,2023-07-31T00:00:00,88.66461764301116,Percentage,%,,,,1,
E12000001,North East,Region,Schools and nursery schools rated good or outstanding by Ofsted,Schools and nursery schools rated good or outstanding,Mission 5,Spreading opportunity and improving public services,2023-07-31T00:00:00,90.50966608084359,Percentage,%,,,,1,
E06000047,County Durham,County or Unitary Authority,Schools and nursery schools rated good or outstanding by Ofsted,Schools and nursery schools rated good or outstanding,Mission 5,Spreading opportunity and improving public services,2023-07-31T00:00:00,88.63636363636364,Percentage,%,,,,1,
E06000005,Darlington,County or Unitary Authority,Schools and nursery schools rated good or outstanding by Ofsted,Schools and nursery schools rated good or outstanding,Mission 5,Spreading opportunity and improving public services,2023-07-31T00:00:00,83.33333333333333,Percentage,%,,,,1,
E06000001,Hartlepool,County or Unitary Authority,Schools and nursery schools rated good or outstanding by Ofsted,Schools and nursery schools rated good or outstanding,Mission 5,Spreading opportunity and improving public services,2023-07-31T00:00:00,89.47368421052632,Percentage,%,,,,1,
E06000002,Middlesbrough,County or Unitary Authority,Schools and nursery schools rated good or outstanding by Ofsted,Schools and nursery schools rated good or outstanding,Mission 5,Spreading opportunity and improving public services,2023-07-31T00:00:00,89.47368421052632,Percentage,%,,,,1,
E06000057,Northumberland,County or Unitary Authority,Schools and nursery schools rated good or outstanding by Ofsted,Schools and nursery schools rated good or outstanding,Mission 5,Spreading opportunity and improving public services,2023-07-31T00:00:00,93.25153374233129,Percentage,%,,,,1,
E06000003,Redcar and Cleveland,County or Unitary Authority,Schools and nursery schools rated good or outstanding by Ofsted,Schools and nursery schools rated good or outstanding,Mission 5,Spreading opportunity and improving public services,2023-07-31T00:00:00,87.93103448275862,Percentage,%,,,,1,
E06000004,Stockton-on-Tees,County or Unitary Authority,Schools and nursery schools rated good or outstanding by Ofsted,Schools and nursery schools rated good or outstanding,Mission 5,Spreading opportunity and improving public services,2023-07-31T00:00:00,93.58974358974359,Percentage,%,,,,1,
E08000037,Gateshead,Local Authority District,Schools and nursery schools rated good or outstanding by Ofsted,Schools and nursery schools rated good or outstanding,Mission 5,Spreading opportunity and improving public services,2023-07-31T00:00:00,92.85714285714286,Percentage,%,,,,1,
E08000021,Newcastle upon Tyne,Local Authority District,Schools and nursery schools rated good or outstanding by Ofsted,Schools and nursery schools rated good or outstanding,Mission 5,Spreading opportunity and improving public services,2023-07-31T00:00:00,87.75510204081633,Percentage,%,,,,1,
E08000022,North Tyneside,Local Authority District,Schools and nursery schools rated good or outstanding by Ofsted,Schools and nursery schools rated good or outstanding,Mission 5,Spreading opportunity and improving public services,2023-07-31T00:00:00,92.40506329113924,Percentage,%,,,,1,
E08000023,South Tyneside,Local Authority District,Schools and nursery schools rated good or outstanding by Ofsted,Schools and nursery schools rated good or outstanding,Mission 5,Spreading opportunity and improving public services,2023-07-31T00:00:00,93.5483870967742,Percentage,%,,,,1,
E08000024,Sunderland,Local Authority District,Schools and nursery schools rated good or outstanding by Ofsted,Schools and nursery schools rated good or outstanding,Mission 5,Spreading opportunity and improving public services,2023-07-31T00:00:00,91.30434782608695,Percentage,%,,,,1,
E12000002,North West ,Region,Schools and nursery schools rated good or outstanding by Ofsted,Schools and nursery schools rated good or outstanding,Mission 5,Spreading opportunity and improving public services,2023-07-31T00:00:00,89.50345694531741,Percentage,%,,,,1,
E06000008,Blackburn with Darwen,County or Unitary Authority,Schools and nursery schools rated good or outstanding by Ofsted,Schools and nursery schools rated good or outstanding,Mission 5,Spreading opportunity and improving public services,2023-07-31T00:00:00,88.1578947368421,Percentage,%,,,,1,
E06000009,Blackpool,County or Unitary Authority,Schools and nursery schools rated good or outstanding by Ofsted,Schools and nursery schools rated good or outstanding,Mission 5,Spreading opportunity and improving public services,2023-07-31T00:00:00,86.36363636363636,Percentage,%,,,,1,
E06000049,Cheshire East,County or Unitary Authority,Schools and nursery schools rated good or outstanding by Ofsted,Schools and nursery schools rated good or outstanding,Mission 5,Spreading opportunity and improving public services,2023-07-31T00:00:00,90.44585987261146,Percentage,%,,,,1,
E06000050,Cheshire West and Chester,County or Unitary Authority,Schools and nursery schools rated good or outstanding by Ofsted,Schools and nursery schools rated good or outstanding,Mission 5,Spreading opportunity and improving public services,2023-07-31T00:00:00,90.06211180124224,Percentage,%,,,,1,
E06000006,Halton,County or Unitary Authority,Schools and nursery schools rated good or outstanding by Ofsted,Schools and nursery schools rated good or outstanding,Mission 5,Spreading opportunity and improving public services,2023-07-31T00:00:00,75.38461538461539,Percentage,%,,,,1,
E06000007,Warrington,County or Unitary Authority,Schools and nursery schools rated good or outstanding by Ofsted,Schools and nursery schools rated good or outstanding,Mission 5,Spreading opportunity and improving public services,2023-07-31T00:00:00,98.86363636363636,Percentage,%,,,,1,
E06000063,Cumberland,County or Unitary Authority,Schools and nursery schools rated good or outstanding by Ofsted,Schools and nursery schools rated good or outstanding,Mission 5,Spreading opportunity and improving public services,2023-07-31T00:00:00,92.98245614035088,Percentage,%,,,,1,
E06000064,Westmorland and Furness,County or Unitary Authority,Schools and nursery schools rated good or outstanding by Ofsted,Schools and nursery schools rated good or outstanding,Mission 5,Spreading opportunity and improving public services,2023-07-31T00:00:00,91.89189189189189,Percentage,%,,,,1,
E08000001,Bolton,Local Authority District,Schools and nursery schools rated good or outstanding by Ofsted,Schools and nursery schools rated good or outstanding,Mission 5,Spreading opportunity and improving public services,2023-07-31T00:00:00,93.7984496124031,Percentage,%,,,,1,
E08000002,Bury,Local Authority District,Schools and nursery schools rated good or outstanding by Ofsted,Schools and nursery schools rated good or outstanding,Mission 5,Spreading opportunity and improving public services,2023-07-31T00:00:00,83.95061728395062,Percentage,%,,,,1,
E08000003,Manchester,Local Authority District,Schools and nursery schools rated good or outstanding by Ofsted,Schools and nursery schools rated good or outstanding,Mission 5,Spreading opportunity and improving public services,2023-07-31T00:00:00,89.50276243093923,Percentage,%,,,,1,
E08000004,Oldham ,Local Authority District,Schools and nursery schools rated good or outstanding by Ofsted,Schools and nursery schools rated good or outstanding,Mission 5,Spreading opportunity and improving public services,2023-07-31T00:00:00,84.61538461538461,Percentage,%,,,,1,
E08000005,Rochdale,Local Authority District,Schools and nursery schools rated good or outstanding by Ofsted,Schools and nursery schools rated good or outstanding,Mission 5,Spreading opportunity and improving public services,2023-07-31T00:00:00,84.0909090909091,Percentage,%,,,,1,
E08000006,Salford,Local Authority District,Schools and nursery schools rated good or outstanding by Ofsted,Schools and nursery schools rated good or outstanding,Mission 5,Spreading opportunity and improving public services,2023-07-31T00:00:00,84.84848484848486,Percentage,%,,,,1,
E08000007,Stockport,Local Authority District,Schools and nursery schools rated good or outstanding by Ofsted,Schools and nursery schools rated good or outstanding,Mission 5,Spreading opportunity and improving public services,2023-07-31T00:00:00,87.71929824561403,Percentage,%,,,,1,
