AREACD,AREANM,Geography,Variable Name,Indicator,Mission,Category,Period,Observation,Measure,Unit,Lower Confidence Interval (95%),Upper Confidence Interval (95%),Observation Status,Polarity,Notes
N92000002,Northern Ireland,Nation,Homicide Offences (rate per million population) (Northern Ireland),Homicide Offences,Mission 11,"Restoring a sense of community, local pride and belonging",2001-04-01T00:00:00/P3Y,76.58167671,"Rate of offences per 1,000,000 population","Rate per 1,000,000 population",,,,1,
N92000002,Northern Ireland,Nation,Homicide Offences (rate per million population) (Northern Ireland),Homicide Offences,Mission 11,"Restoring a sense of community, local pride and belonging",2020-04-01T00:00:00/P3Y,36.75381872,"Rate of offences per 1,000,000 population","Rate per 1,000,000 population",,,,1,
N92000002,Northern Ireland,Nation,Homicide Offences (rate per million population) (Northern Ireland),Homicide Offences,Mission 11,"Restoring a sense of community, local pride and belonging",2019-04-01T00:00:00/P3Y,35.25345392,"Rate of offences per 1,000,000 population","Rate per 1,000,000 population",,,,1,
N92000002,Northern Ireland,Nation,Homicide Offences (rate per million population) (Northern Ireland),Homicide Offences,Mission 11,"Restoring a sense of community, local pride and belonging",2018-04-01T00:00:00/P3Y,37.92429783,"Rate of offences per 1,000,000 population","Rate per 1,000,000 population",,,,1,
N92000002,Northern Ireland,Nation,Homicide Offences (rate per million population) (Northern Ireland),Homicide Offences,Mission 11,"Restoring a sense of community, local pride and belonging",2017-04-01T00:00:00/P3Y,40.82154147,"Rate of offences per 1,000,000 population","Rate per 1,000,000 population",,,,1,
N92000002,Northern Ireland,Nation,Homicide Offences (rate per million population) (Northern Ireland),Homicide Offences,Mission 11,"Restoring a sense of community, local pride and belonging",2016-04-01T00:00:00/P3Y,39.46292032,"Rate of offences per 1,000,000 population","Rate per 1,000,000 population",,,,1,
N92000002,Northern Ireland,Nation,Homicide Offences (rate per million population) (Northern Ireland),Homicide Offences,Mission 11,"Restoring a sense of community, local pride and belonging",2014-04-01T00:00:00/P3Y,34.50240789,"Rate of offences per 1,000,000 population","Rate per 1,000,000 population",,,,1,
N92000002,Northern Ireland,Nation,Homicide Offences (rate per million population) (Northern Ireland),Homicide Offences,Mission 11,"Restoring a sense of community, local pride and belonging",2013-04-01T00:00:00/P3Y,36.35010249,"Rate of offences per 1,000,000 population","Rate per 1,000,000 population",,,,1,
N92000002,Northern Ireland,Nation,Homicide Offences (rate per million population) (Northern Ireland),Homicide Offences,Mission 11,"Restoring a sense of community, local pride and belonging",2012-04-01T00:00:00/P3Y,35.48660599,"Rate of offences per 1,000,000 population","Rate per 1,000,000 population",,,,1,
N92000002,Northern Ireland,Nation,Homicide Offences (rate per million population) (Northern Ireland),Homicide Offences,Mission 11,"Restoring a sense of community, local pride and belonging",2011-04-01T00:00:00/P3Y,35.62418784,"Rate of offences per 1,000,000 population","Rate per 1,000,000 population",,,,1,
N92000002,Northern Ireland,Nation,Homicide Offences (rate per million population) (Northern Ireland),Homicide Offences,Mission 11,"Restoring a sense of community, local pride and belonging",2015-04-01T00:00:00/P3Y,35.90487245,"Rate of offences per 1,000,000 population","Rate per 1,000,000 population",,,,1,
N92000002,Northern Ireland,Nation,Homicide Offences (rate per million population) (Northern Ireland),Homicide Offences,Mission 11,"Restoring a sense of community, local pride and belonging",2009-04-01T00:00:00/P3Y,41.00102336,"Rate of offences per 1,000,000 population","Rate per 1,000,000 population",,,,1,
N92000002,Northern Ireland,Nation,Homicide Offences (rate per million population) (Northern Ireland),Homicide Offences,Mission 11,"Restoring a sense of community, local pride and belonging",2008-04-01T00:00:00/P3Y,42.37919003,"Rate of offences per 1,000,000 population","Rate per 1,000,000 population",,,,1,
N92000002,Northern Ireland,Nation,Homicide Offences (rate per million population) (Northern Ireland),Homicide Offences,Mission 11,"Restoring a sense of community, local pride and belonging",2007-04-01T00:00:00/P3Y,43.84111082,"Rate of offences per 1,000,000 population","Rate per 1,000,000 population",,,,1,
N92000002,Northern Ireland,Nation,Homicide Offences (rate per million population) (Northern Ireland),Homicide Offences,Mission 11,"Restoring a sense of community, local pride and belonging",2006-04-01T00:00:00/P3Y,45.41112107,"Rate of offences per 1,000,000 population","Rate per 1,000,000 population",,,,1,
