AREACD,AREANM,Geography,Variable Name,Indicator,Period,Observation,Measure,Unit,Lower Confidence Interval (95%),Upper Confidence Interval (95%),Observation Status,Polarity,Notes
N92000002,Northern Ireland,Nation,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2016,49.8,Percentage,%,,,,1,
N92000002,Northern Ireland,Nation,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2017,51.2,Percentage,%,,,,1,
N92000002,Northern Ireland,Nation,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2018,54.1,Percentage,%,,,,1,
N92000002,Northern Ireland,Nation,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2019,55.6,Percentage,%,,,,1,
N92000002,Northern Ireland,Nation,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2020,56,Percentage,%,,,,1,
N92000002,Northern Ireland,Nation,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2021,59.9,Percentage,%,,,,1,
N92000002,Northern Ireland,Nation,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2022,57.2,Percentage,%,,,,1,
N09000001,Antrim and Newtownabbey,Local Authority District,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2021,64,Percentage,%,,,,1,
N09000001,Antrim and Newtownabbey,Local Authority District,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2020,60.8,Percentage,%,,,,1,
N09000001,Antrim and Newtownabbey,Local Authority District,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2019,61,Percentage,%,,,,1,
N09000001,Antrim and Newtownabbey,Local Authority District,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2016,49.4,Percentage,%,,,,1,
N09000001,Antrim and Newtownabbey,Local Authority District,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2017,54,Percentage,%,,,,1,
N09000001,Antrim and Newtownabbey,Local Authority District,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),Year,Level 3 and above (percentage),Percentage,%,,,,1,
N09000001,Antrim and Newtownabbey,Local Authority District,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2018,56.1,Percentage,%,,,,1,
N09000002,"Armagh City, Banbridge and Craigavon",Local Authority District,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2018,52.5,Percentage,%,,,,1,
N09000002,"Armagh City, Banbridge and Craigavon",Local Authority District,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2019,51.6,Percentage,%,,,,1,
N09000002,"Armagh City, Banbridge and Craigavon",Local Authority District,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2016,46.1,Percentage,%,,,,1,
N09000002,"Armagh City, Banbridge and Craigavon",Local Authority District,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2017,51.5,Percentage,%,,,,1,
N09000002,"Armagh City, Banbridge and Craigavon",Local Authority District,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),"Table 1d: Level 2 and above and Level 3 and above qualifications, Armagh City, Banbridge and Craigavon, aged 16 to 64, number and percentage, 2016 to 2023",,Percentage,%,,,,1,
N09000002,"Armagh City, Banbridge and Craigavon",Local Authority District,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),,,Percentage,%,,,,1,
N09000002,"Armagh City, Banbridge and Craigavon",Local Authority District,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),Year,Level 3 and above (percentage),Percentage,%,,,,1,
N09000003,Belfast,Local Authority District,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2018,55.9,Percentage,%,,,,1,
N09000003,Belfast,Local Authority District,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2016,51.9,Percentage,%,,,,1,
N09000003,Belfast,Local Authority District,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),Year,Level 3 and above (percentage),Percentage,%,,,,1,
N09000003,Belfast,Local Authority District,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2017,52.3,Percentage,%,,,,1,
N09000003,Belfast,Local Authority District,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),,,Percentage,%,,,,1,
N09000003,Belfast,Local Authority District,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2023,60.3,Percentage,%,,,,1,
N09000003,Belfast,Local Authority District,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),"Table 1e: Level 2 and above and Level 3 and above qualifications, Belfast, aged 16 to 64, number and percentage, 2016 to 2023",,Percentage,%,,,,1,
N09000004,Causeway Coast and Glens,Local Authority District,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2016,41.6,Percentage,%,,,,1,
N09000004,Causeway Coast and Glens,Local Authority District,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2022,57,Percentage,%,,,,1,
N09000004,Causeway Coast and Glens,Local Authority District,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2023,55.8,Percentage,%,,,,1,
N09000004,Causeway Coast and Glens,Local Authority District,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),,,Percentage,%,,,,1,
N09000004,Causeway Coast and Glens,Local Authority District,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),"Table 1f: Level 2 and above and Level 3 and above qualifications, Causeway Coast and Glens, aged 16 to 64, number and percentage, 2016 to 2023",,Percentage,%,,,,1,
N09000004,Causeway Coast and Glens,Local Authority District,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),Year,Level 3 and above (percentage),Percentage,%,,,,1,
N09000004,Causeway Coast and Glens,Local Authority District,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2017,45.5,Percentage,%,,,,1,
N09000005,Derry City and Strabane,Local Authority District,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),"Table 1g: Level 2 and above and Level 3 and above qualifications, Derry City and Strabane, aged 16 to 64, number and percentage, 2016 to 2023",,Percentage,%,,,,1,
N09000005,Derry City and Strabane,Local Authority District,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),Year,Level 3 and above (percentage),Percentage,%,,,,1,
N09000005,Derry City and Strabane,Local Authority District,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),,,Percentage,%,,,,1,
N09000005,Derry City and Strabane,Local Authority District,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2016,42.9,Percentage,%,,,,1,
N09000005,Derry City and Strabane,Local Authority District,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2022,49.8,Percentage,%,,,,1,
N09000005,Derry City and Strabane,Local Authority District,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2021,56.9,Percentage,%,,,,1,
N09000005,Derry City and Strabane,Local Authority District,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2023,52,Percentage,%,,,,1,
N09000006,Fermanagh and Omagh,Local Authority District,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),"Table 1h: Level 2 and above and Level 3 and above qualifications, Fermanagh and Omagh, aged 16 to 64, number and percentage, 2016 to 2023",,Percentage,%,,,,1,
N09000006,Fermanagh and Omagh,Local Authority District,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),,,Percentage,%,,,,1,
N09000006,Fermanagh and Omagh,Local Authority District,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2023,53.4,Percentage,%,,,,1,
N09000006,Fermanagh and Omagh,Local Authority District,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),Year,Level 3 and above (percentage),Percentage,%,,,,1,
N09000006,Fermanagh and Omagh,Local Authority District,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2021,57.1,Percentage,%,,,,1,
N09000006,Fermanagh and Omagh,Local Authority District,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2020,46.1,Percentage,%,,,,1,
