AREACD,AREANM,Geography,Variable Name,Indicator,Mission,Category,Period,Value,Measure,Unit,Lower Confidence Interval (95%),Upper Confidence Interval (95%),Observation Status,Polarity,Notes
N92000002,Northern Ireland,Nation,Proportion of the population aged 16 to 64 with National Vocational Qualification (NVQ) level 3+ qualifications (Northern Ireland),Aged 16 to 64 years NVQ level 3 or above qualifications (Northern Ireland),Mission 6,Spreading opportunity and improving public services,2016,49.8,Percentage,%,,,,1,
N92000002,Northern Ireland,Nation,Proportion of the population aged 16 to 64 with National Vocational Qualification (NVQ) level 3+ qualifications (Northern Ireland),Aged 16 to 64 years NVQ level 3 or above qualifications (Northern Ireland),Mission 6,Spreading opportunity and improving public services,2017,51.2,Percentage,%,,,,1,
N92000002,Northern Ireland,Nation,Proportion of the population aged 16 to 64 with National Vocational Qualification (NVQ) level 3+ qualifications (Northern Ireland),Aged 16 to 64 years NVQ level 3 or above qualifications (Northern Ireland),Mission 6,Spreading opportunity and improving public services,2018,54.1,Percentage,%,,,,1,
N92000002,Northern Ireland,Nation,Proportion of the population aged 16 to 64 with National Vocational Qualification (NVQ) level 3+ qualifications (Northern Ireland),Aged 16 to 64 years NVQ level 3 or above qualifications (Northern Ireland),Mission 6,Spreading opportunity and improving public services,2019,55.6,Percentage,%,,,,1,
N92000002,Northern Ireland,Nation,Proportion of the population aged 16 to 64 with National Vocational Qualification (NVQ) level 3+ qualifications (Northern Ireland),Aged 16 to 64 years NVQ level 3 or above qualifications (Northern Ireland),Mission 6,Spreading opportunity and improving public services,2020,56,Percentage,%,,,,1,
N92000002,Northern Ireland,Nation,Proportion of the population aged 16 to 64 with National Vocational Qualification (NVQ) level 3+ qualifications (Northern Ireland),Aged 16 to 64 years NVQ level 3 or above qualifications (Northern Ireland),Mission 6,Spreading opportunity and improving public services,2021,59.9,Percentage,%,,,,1,
N92000002,Northern Ireland,Nation,Proportion of the population aged 16 to 64 with National Vocational Qualification (NVQ) level 3+ qualifications (Northern Ireland),Aged 16 to 64 years NVQ level 3 or above qualifications (Northern Ireland),Mission 6,Spreading opportunity and improving public services,2022,57.2,Percentage,%,,,,1,
N09000001,Antrim and Newtownabbey,Local Authority District,Proportion of the population aged 16 to 64 with National Vocational Qualification (NVQ) level 3+ qualifications (Northern Ireland),Aged 16 to 64 years NVQ level 3 or above qualifications (Northern Ireland),Mission 6,Spreading opportunity and improving public services,2022,57.5,Percentage,%,,,,1,
N09000001,Antrim and Newtownabbey,Local Authority District,Proportion of the population aged 16 to 64 with National Vocational Qualification (NVQ) level 3+ qualifications (Northern Ireland),Aged 16 to 64 years NVQ level 3 or above qualifications (Northern Ireland),Mission 6,Spreading opportunity and improving public services,2021,64,Percentage,%,,,,1,
N09000001,Antrim and Newtownabbey,Local Authority District,Proportion of the population aged 16 to 64 with National Vocational Qualification (NVQ) level 3+ qualifications (Northern Ireland),Aged 16 to 64 years NVQ level 3 or above qualifications (Northern Ireland),Mission 6,Spreading opportunity and improving public services,2020,60.8,Percentage,%,,,,1,
N09000001,Antrim and Newtownabbey,Local Authority District,Proportion of the population aged 16 to 64 with National Vocational Qualification (NVQ) level 3+ qualifications (Northern Ireland),Aged 16 to 64 years NVQ level 3 or above qualifications (Northern Ireland),Mission 6,Spreading opportunity and improving public services,2017,54,Percentage,%,,,,1,
