AREACD,AREANM,Geography,Variable Name,Indicator,Mission,Category,Period,Value,Measure,Unit,Lower Confidence Interval (95%),Upper Confidence Interval (95%),Observation Status,Polarity,Notes
K04000001,England and Wales,Country,Homicide Offences (rate per million population),Homicide Offences,Mission 11,"Restoring a sense of community, local pride and belonging",201922,10.839712197423326,Rate of offences per million population,Rate per million population,na,na,,-1,
E92000001,England,Nation,Homicide Offences (rate per million population),Homicide Offences,Mission 11,"Restoring a sense of community, local pride and belonging",201922,10.904009255431683,Rate of offences per million population,Rate per million population,na,na,,-1,
E12000001,North East,Region,Homicide Offences (rate per million population),Homicide Offences,Mission 11,"Restoring a sense of community, local pride and belonging",201922,9.587289594790091,Rate of offences per million population,Rate per million population,na,na,,-1,
E23000013,Cleveland,Police Force Area,Homicide Offences (rate per million population),Homicide Offences,Mission 11,"Restoring a sense of community, local pride and belonging",201922,16.38694732825455,Rate of offences per million population,Rate per million population,na,na,,-1,
E23000008,Durham,Police Force Area,Homicide Offences (rate per million population),Homicide Offences,Mission 11,"Restoring a sense of community, local pride and belonging",201922,5.735143761805924,Rate of offences per million population,Rate per million population,na,na,,-1,
E23000007,Northumbria,Police Force Area,Homicide Offences (rate per million population),Homicide Offences,Mission 11,"Restoring a sense of community, local pride and belonging",201922,8.626970042392475,Rate of offences per million population,Rate per million population,na,na,,-1,
E12000002,North West ,Region,Homicide Offences (rate per million population),Homicide Offences,Mission 11,"Restoring a sense of community, local pride and belonging",201922,12.502203739898356,Rate of offences per million population,Rate per million population,na,na,,-1,
E23000006,Cheshire,Police Force Area,Homicide Offences (rate per million population),Homicide Offences,Mission 11,"Restoring a sense of community, local pride and belonging",201922,6.23842187889414,Rate of offences per million population,Rate per million population,na,na,,-1,
E23000002,Cumbria,Police Force Area,Homicide Offences (rate per million population),Homicide Offences,Mission 11,"Restoring a sense of community, local pride and belonging",201922,11.336552914361013,Rate of offences per million population,Rate per million population,na,na,,-1,
E23000005,Greater Manchester,Police Force Area,Homicide Offences (rate per million population),Homicide Offences,Mission 11,"Restoring a sense of community, local pride and belonging",201922,15.822306357824623,Rate of offences per million population,Rate per million population,na,na,,-1,
E23000003,Lancashire,Police Force Area,Homicide Offences (rate per million population),Homicide Offences,Mission 11,"Restoring a sense of community, local pride and belonging",201922,12.3350327043568,Rate of offences per million population,Rate per million population,na,na,,-1,
E23000004,Merseyside,Police Force Area,Homicide Offences (rate per million population),Homicide Offences,Mission 11,"Restoring a sense of community, local pride and belonging",201922,11.166888686127141,Rate of offences per million population,Rate per million population,na,na,,-1,
E12000003,Yorkshire and The Humber,Region,Homicide Offences (rate per million population),Homicide Offences,Mission 11,"Restoring a sense of community, local pride and belonging",201922,10.026778141889421,Rate of offences per million population,Rate per million population,na,na,,-1,
E23000012,Humberside,Police Force Area,Homicide Offences (rate per million population),Homicide Offences,Mission 11,"Restoring a sense of community, local pride and belonging",201922,8.923204758281091,Rate of offences per million population,Rate per million population,na,na,,-1,
E23000009,North Yorkshire,Police Force Area,Homicide Offences (rate per million population),Homicide Offences,Mission 11,"Restoring a sense of community, local pride and belonging",201922,7.624655084681827,Rate of offences per million population,Rate per million population,na,na,,-1,
E23000011,South Yorkshire,Police Force Area,Homicide Offences (rate per million population),Homicide Offences,Mission 11,"Restoring a sense of community, local pride and belonging",201922,11.558980997978828,Rate of offences per million population,Rate per million population,na,na,,-1,
E23000010,West Yorkshire,Police Force Area,Homicide Offences (rate per million population),Homicide Offences,Mission 11,"Restoring a sense of community, local pride and belonging",201922,10.394508623811198,Rate of offences per million population,Rate per million population,na,na,,-1,
E12000004,East Midlands,Region,Homicide Offences (rate per million population),Homicide Offences,Mission 11,"Restoring a sense of community, local pride and belonging",201922,10.640420113991164,Rate of offences per million population,Rate per million population,na,na,,-1,
