AREACD,AREANM,Geography,Variable Name,Indicator,Mission,Category,Period,Observation,Measure,Unit,Lower Confidence Interval (95%),Upper Confidence Interval (95%),Observation Status,Polarity,Notes
n92000002,northern-ireland,nation,Homicide Offences (rate per million population) (Northern Ireland),Homicide Offences,Mission 11,"Restoring a sense of community, local pride and belonging",2001-04-01t00-00-00/p3y,76.58167671,"Rate of offences per 1,000,000 population","Rate per 1,000,000 population",,,,1,
n92000002,northern-ireland,nation,Homicide Offences (rate per million population) (Northern Ireland),Homicide Offences,Mission 11,"Restoring a sense of community, local pride and belonging",2020-04-01t00-00-00/p3y,36.75381872,"Rate of offences per 1,000,000 population","Rate per 1,000,000 population",,,,1,
n92000002,northern-ireland,nation,Homicide Offences (rate per million population) (Northern Ireland),Homicide Offences,Mission 11,"Restoring a sense of community, local pride and belonging",2019-04-01t00-00-00/p3y,35.25345392,"Rate of offences per 1,000,000 population","Rate per 1,000,000 population",,,,1,
n92000002,northern-ireland,nation,Homicide Offences (rate per million population) (Northern Ireland),Homicide Offences,Mission 11,"Restoring a sense of community, local pride and belonging",2018-04-01t00-00-00/p3y,37.92429783,"Rate of offences per 1,000,000 population","Rate per 1,000,000 population",,,,1,
n92000002,northern-ireland,nation,Homicide Offences (rate per million population) (Northern Ireland),Homicide Offences,Mission 11,"Restoring a sense of community, local pride and belonging",2017-04-01t00-00-00/p3y,40.82154147,"Rate of offences per 1,000,000 population","Rate per 1,000,000 population",,,,1,
n92000002,northern-ireland,nation,Homicide Offences (rate per million population) (Northern Ireland),Homicide Offences,Mission 11,"Restoring a sense of community, local pride and belonging",2016-04-01t00-00-00/p3y,39.46292032,"Rate of offences per 1,000,000 population","Rate per 1,000,000 population",,,,1,
n92000002,northern-ireland,nation,Homicide Offences (rate per million population) (Northern Ireland),Homicide Offences,Mission 11,"Restoring a sense of community, local pride and belonging",2014-04-01t00-00-00/p3y,34.50240789,"Rate of offences per 1,000,000 population","Rate per 1,000,000 population",,,,1,
n92000002,northern-ireland,nation,Homicide Offences (rate per million population) (Northern Ireland),Homicide Offences,Mission 11,"Restoring a sense of community, local pride and belonging",2013-04-01t00-00-00/p3y,36.35010249,"Rate of offences per 1,000,000 population","Rate per 1,000,000 population",,,,1,
n92000002,northern-ireland,nation,Homicide Offences (rate per million population) (Northern Ireland),Homicide Offences,Mission 11,"Restoring a sense of community, local pride and belonging",2012-04-01t00-00-00/p3y,35.48660599,"Rate of offences per 1,000,000 population","Rate per 1,000,000 population",,,,1,
n92000002,northern-ireland,nation,Homicide Offences (rate per million population) (Northern Ireland),Homicide Offences,Mission 11,"Restoring a sense of community, local pride and belonging",2011-04-01t00-00-00/p3y,35.62418784,"Rate of offences per 1,000,000 population","Rate per 1,000,000 population",,,,1,
n92000002,northern-ireland,nation,Homicide Offences (rate per million population) (Northern Ireland),Homicide Offences,Mission 11,"Restoring a sense of community, local pride and belonging",2015-04-01t00-00-00/p3y,35.90487245,"Rate of offences per 1,000,000 population","Rate per 1,000,000 population",,,,1,
n92000002,northern-ireland,nation,Homicide Offences (rate per million population) (Northern Ireland),Homicide Offences,Mission 11,"Restoring a sense of community, local pride and belonging",2009-04-01t00-00-00/p3y,41.00102336,"Rate of offences per 1,000,000 population","Rate per 1,000,000 population",,,,1,
n92000002,northern-ireland,nation,Homicide Offences (rate per million population) (Northern Ireland),Homicide Offences,Mission 11,"Restoring a sense of community, local pride and belonging",2008-04-01t00-00-00/p3y,42.37919003,"Rate of offences per 1,000,000 population","Rate per 1,000,000 population",,,,1,
n92000002,northern-ireland,nation,Homicide Offences (rate per million population) (Northern Ireland),Homicide Offences,Mission 11,"Restoring a sense of community, local pride and belonging",2007-04-01t00-00-00/p3y,43.84111082,"Rate of offences per 1,000,000 population","Rate per 1,000,000 population",,,,1,
n92000002,northern-ireland,nation,Homicide Offences (rate per million population) (Northern Ireland),Homicide Offences,Mission 11,"Restoring a sense of community, local pride and belonging",2006-04-01t00-00-00/p3y,45.41112107,"Rate of offences per 1,000,000 population","Rate per 1,000,000 population",,,,1,
