AREACD,AREANM,Geography,Variable Name,Indicator,Mission,Category,Period,Observation,Measure,Unit,Lower Confidence Interval (95%),Upper Confidence Interval (95%),Observation Status,Polarity,Notes
k02000001,united-kingdom,country,Public-funded gross regional capital and non-capital expenditure on research and development,Public-funded gross regional capital and non-capital expenditure on research and development,Mission 2,"Boosting productivity, pay, jobs and living standards",2020-2021,13447.0,Pounds,£ million,,,,1,
k02000001,united-kingdom,country,Public-funded gross regional capital and non-capital expenditure on research and development,Public-funded gross regional capital and non-capital expenditure on research and development,Mission 2,"Boosting productivity, pay, jobs and living standards",2021-2022,13446.0,Pounds,£ million,,,,1,
e92000001,england,nation,Public-funded gross regional capital and non-capital expenditure on research and development,Public-funded gross regional capital and non-capital expenditure on research and development,Mission 2,"Boosting productivity, pay, jobs and living standards",2020-2021,11586.0,Pounds,£ million,,,,1,
e92000001,england,nation,Public-funded gross regional capital and non-capital expenditure on research and development,Public-funded gross regional capital and non-capital expenditure on research and development,Mission 2,"Boosting productivity, pay, jobs and living standards",2021-2022,11813.0,Pounds,£ million,,,,1,
e12000001,north-east,region,Public-funded gross regional capital and non-capital expenditure on research and development,Public-funded gross regional capital and non-capital expenditure on research and development,Mission 2,"Boosting productivity, pay, jobs and living standards",2020-2021,408.0,Pounds,£ million,,,,1,
e12000001,north-east,region,Public-funded gross regional capital and non-capital expenditure on research and development,Public-funded gross regional capital and non-capital expenditure on research and development,Mission 2,"Boosting productivity, pay, jobs and living standards",2021-2022,363.0,Pounds,£ million,,,,1,
e12000002,north-west,region,Public-funded gross regional capital and non-capital expenditure on research and development,Public-funded gross regional capital and non-capital expenditure on research and development,Mission 2,"Boosting productivity, pay, jobs and living standards",2020-2021,1120.0,Pounds,£ million,,,,1,
e12000002,north-west,region,Public-funded gross regional capital and non-capital expenditure on research and development,Public-funded gross regional capital and non-capital expenditure on research and development,Mission 2,"Boosting productivity, pay, jobs and living standards",2021-2022,1221.0,Pounds,£ million,,,,1,
e12000003,yorkshire-and-the-humber,region,Public-funded gross regional capital and non-capital expenditure on research and development,Public-funded gross regional capital and non-capital expenditure on research and development,Mission 2,"Boosting productivity, pay, jobs and living standards",2020-2021,788.0,Pounds,£ million,,,,1,
e12000003,yorkshire-and-the-humber,region,Public-funded gross regional capital and non-capital expenditure on research and development,Public-funded gross regional capital and non-capital expenditure on research and development,Mission 2,"Boosting productivity, pay, jobs and living standards",2021-2022,751.0,Pounds,£ million,,,,1,
e12000004,east-midlands,region,Public-funded gross regional capital and non-capital expenditure on research and development,Public-funded gross regional capital and non-capital expenditure on research and development,Mission 2,"Boosting productivity, pay, jobs and living standards",2020-2021,651.0,Pounds,£ million,,,,1,
e12000004,east-midlands,region,Public-funded gross regional capital and non-capital expenditure on research and development,Public-funded gross regional capital and non-capital expenditure on research and development,Mission 2,"Boosting productivity, pay, jobs and living standards",2021-2022,648.0,Pounds,£ million,,,,1,
