AREACD,AREANM,Geography,Variable Name,Indicator,Mission,Category,Period,Observation,Measure,Unit,Lower Confidence Interval (95%),Upper Confidence Interval (95%),Observation Status,Polarity,Notes
n92000002,northern-ireland,nation,"Under 75 mortality rate from cardiovascular diseases considered preventable (per 100,000 population) (Northern Ireland)",Cardiovascular mortality considered preventable in persons aged under 75 (Northern Ireland),Mission 7,Spreading opportunity and improving public services,2021,27.07374025,"Rate per 100,000 population","Rate per 100,000 population",24.91875005,29.22873045,,1,
n92000002,northern-ireland,nation,"Under 75 mortality rate from cardiovascular diseases considered preventable (per 100,000 population) (Northern Ireland)",Cardiovascular mortality considered preventable in persons aged under 75 (Northern Ireland),Mission 7,Spreading opportunity and improving public services,2001,69.40365218,"Rate per 100,000 population","Rate per 100,000 population",67.28412049,71.52318386,,1,
n92000002,northern-ireland,nation,"Under 75 mortality rate from cardiovascular diseases considered preventable (per 100,000 population) (Northern Ireland)",Cardiovascular mortality considered preventable in persons aged under 75 (Northern Ireland),Mission 7,Spreading opportunity and improving public services,2002,69.10106814,"Rate per 100,000 population","Rate per 100,000 population",66.98153646,71.22059983,,1,
n92000002,northern-ireland,nation,"Under 75 mortality rate from cardiovascular diseases considered preventable (per 100,000 population) (Northern Ireland)",Cardiovascular mortality considered preventable in persons aged under 75 (Northern Ireland),Mission 7,Spreading opportunity and improving public services,2003,60.55826965,"Rate per 100,000 population","Rate per 100,000 population",58.43873797,62.67780133,,1,
n92000002,northern-ireland,nation,"Under 75 mortality rate from cardiovascular diseases considered preventable (per 100,000 population) (Northern Ireland)",Cardiovascular mortality considered preventable in persons aged under 75 (Northern Ireland),Mission 7,Spreading opportunity and improving public services,2004,60.20099123,"Rate per 100,000 population","Rate per 100,000 population",58.08145955,62.32052292,,1,
n92000002,northern-ireland,nation,"Under 75 mortality rate from cardiovascular diseases considered preventable (per 100,000 population) (Northern Ireland)",Cardiovascular mortality considered preventable in persons aged under 75 (Northern Ireland),Mission 7,Spreading opportunity and improving public services,2005,54.19793725,"Rate per 100,000 population","Rate per 100,000 population",52.07840556,56.31746893,,1,
n92000002,northern-ireland,nation,"Under 75 mortality rate from cardiovascular diseases considered preventable (per 100,000 population) (Northern Ireland)",Cardiovascular mortality considered preventable in persons aged under 75 (Northern Ireland),Mission 7,Spreading opportunity and improving public services,2007,48.49583102,"Rate per 100,000 population","Rate per 100,000 population",46.37629933,50.6153627,,1,
n92000002,northern-ireland,nation,"Under 75 mortality rate from cardiovascular diseases considered preventable (per 100,000 population) (Northern Ireland)",Cardiovascular mortality considered preventable in persons aged under 75 (Northern Ireland),Mission 7,Spreading opportunity and improving public services,2008,45.20678866,"Rate per 100,000 population","Rate per 100,000 population",43.08725697,47.32632034,,1,
n92000002,northern-ireland,nation,"Under 75 mortality rate from cardiovascular diseases considered preventable (per 100,000 population) (Northern Ireland)",Cardiovascular mortality considered preventable in persons aged under 75 (Northern Ireland),Mission 7,Spreading opportunity and improving public services,2009,42.19990437,"Rate per 100,000 population","Rate per 100,000 population",40.08037269,44.31943606,,1,
n92000002,northern-ireland,nation,"Under 75 mortality rate from cardiovascular diseases considered preventable (per 100,000 population) (Northern Ireland)",Cardiovascular mortality considered preventable in persons aged under 75 (Northern Ireland),Mission 7,Spreading opportunity and improving public services,2010,41.56382954,"Rate per 100,000 population","Rate per 100,000 population",39.44429786,43.68336122,,1,
n92000002,northern-ireland,nation,"Under 75 mortality rate from cardiovascular diseases considered preventable (per 100,000 population) (Northern Ireland)",Cardiovascular mortality considered preventable in persons aged under 75 (Northern Ireland),Mission 7,Spreading opportunity and improving public services,2006,51.42099283,"Rate per 100,000 population","Rate per 100,000 population",49.30146114,53.54052451,,1,
n92000002,northern-ireland,nation,"Under 75 mortality rate from cardiovascular diseases considered preventable (per 100,000 population) (Northern Ireland)",Cardiovascular mortality considered preventable in persons aged under 75 (Northern Ireland),Mission 7,Spreading opportunity and improving public services,2012,32.99654347,"Rate per 100,000 population","Rate per 100,000 population",30.70518317,35.28790378,,1,
n92000002,northern-ireland,nation,"Under 75 mortality rate from cardiovascular diseases considered preventable (per 100,000 population) (Northern Ireland)",Cardiovascular mortality considered preventable in persons aged under 75 (Northern Ireland),Mission 7,Spreading opportunity and improving public services,2011,37.12890601,"Rate per 100,000 population","Rate per 100,000 population",35.00937433,39.24843769,,1,
n92000002,northern-ireland,nation,"Under 75 mortality rate from cardiovascular diseases considered preventable (per 100,000 population) (Northern Ireland)",Cardiovascular mortality considered preventable in persons aged under 75 (Northern Ireland),Mission 7,Spreading opportunity and improving public services,2019,26.75502834,"Rate per 100,000 population","Rate per 100,000 population",24.63549665,28.87456002,,1,
n92000002,northern-ireland,nation,"Under 75 mortality rate from cardiovascular diseases considered preventable (per 100,000 population) (Northern Ireland)",Cardiovascular mortality considered preventable in persons aged under 75 (Northern Ireland),Mission 7,Spreading opportunity and improving public services,2018,27.91778619,"Rate per 100,000 population","Rate per 100,000 population",25.75432406,30.08124832,,1,
