AREACD,AREANM,Geography,Variable Name,Indicator,Period,Observation,Measure,Unit,Lower Confidence Interval (95%),Upper Confidence Interval (95%),Observation Status,Polarity,Notes
k02000001,united-kingdom,country,Level 3 or above qualifications (Great Britain),Proportion of the population aged 16 to 64 with level 3+ ,2022,66.7,Percentage,%,66.4,67.0,,1,
k02000001,united-kingdom,country,Level 3 or above qualifications (Great Britain),Proportion of the population aged 16 to 64 with level 3+ ,2023,67.7,Percentage,%,67.4,68.0,,1,
k03000001,great-britain,country,Level 3 or above qualifications (Great Britain),Proportion of the population aged 16 to 64 with level 3+ ,2022,66.9,Percentage,%,66.60000000000001,67.2,,1,
k03000001,great-britain,country,Level 3 or above qualifications (Great Britain),Proportion of the population aged 16 to 64 with level 3+ ,2023,67.8,Percentage,%,67.5,68.1,,1,
k04000001,england-and-wales,country,Level 3 or above qualifications (Great Britain),Proportion of the population aged 16 to 64 with level 3+ ,2022,66.3,Percentage,%,66.0,66.6,,1,
k04000001,england-and-wales,country,Level 3 or above qualifications (Great Britain),Proportion of the population aged 16 to 64 with level 3+ ,2023,67.3,Percentage,%,66.89999999999999,67.7,,1,
e92000001,england,nation,Level 3 or above qualifications (Great Britain),Proportion of the population aged 16 to 64 with level 3+ ,2022,66.4,Percentage,%,66.10000000000001,66.7,,1,
e92000001,england,nation,Level 3 or above qualifications (Great Britain),Proportion of the population aged 16 to 64 with level 3+ ,2023,67.4,Percentage,%,67.0,67.80000000000001,,1,
e12000001,north-east,region,Level 3 or above qualifications (Great Britain),Proportion of the population aged 16 to 64 with level 3+ ,2022,60.4,Percentage,%,59.2,61.6,,1,
e12000001,north-east,region,Level 3 or above qualifications (Great Britain),Proportion of the population aged 16 to 64 with level 3+ ,2023,62.8,Percentage,%,61.4,64.2,,1,
e47000006,tees-valley,combined-authority-or-city-region,Level 3 or above qualifications (Great Britain),Proportion of the population aged 16 to 64 with level 3+ ,2022,58.6,Percentage,%,56.7,60.5,,1,
e47000006,tees-valley,combined-authority-or-city-region,Level 3 or above qualifications (Great Britain),Proportion of the population aged 16 to 64 with level 3+ ,2023,61.0,Percentage,%,58.7,63.3,,1,
