AREACD,AREANM,Geography,Variable Name,Indicator,Period,Observation,Measure,Unit,Lower Confidence Interval (95%),Upper Confidence Interval (95%),Observation Status,Polarity,Notes
e92000001,england,nation,Persistent absences for pupils looked after by local authorities,Persistent absences for pupils who are looked after continuously for at least 12 months by local authorities,2023-2024,20.8,Percentage,%,,,,-1,
e92000001,england,nation,Persistent absences for pupils looked after by local authorities,Persistent absences for pupils who are looked after continuously for at least 12 months by local authorities,2022-2023,20.0,Percentage,%,,,,-1,
e92000001,england,nation,Persistent absences for pupils looked after by local authorities,Persistent absences for pupils who are looked after continuously for at least 12 months by local authorities,2021-2022,19.3,Percentage,%,,,,-1,
e92000001,england,nation,Persistent absences for pupils looked after by local authorities,Persistent absences for pupils who are looked after continuously for at least 12 months by local authorities,2020-2021,32.1,Percentage,%,,,,-1,
e92000001,england,nation,Persistent absences for pupils looked after by local authorities,Persistent absences for pupils who are looked after continuously for at least 12 months by local authorities,2019-2020,,Percentage,%,,,x,-1,
e92000001,england,nation,Persistent absences for pupils looked after by local authorities,Persistent absences for pupils who are looked after continuously for at least 12 months by local authorities,2018-2019,12.1,Percentage,%,,,,-1,
e92000001,england,nation,Persistent absences for pupils looked after by local authorities,Persistent absences for pupils who are looked after continuously for at least 12 months by local authorities,2017-2018,11.8,Percentage,%,,,,-1,
e12000001,north-east,region,Persistent absences for pupils looked after by local authorities,Persistent absences for pupils who are looked after continuously for at least 12 months by local authorities,2017-2018,10.0,Percentage,%,,,,-1,
e12000001,north-east,region,Persistent absences for pupils looked after by local authorities,Persistent absences for pupils who are looked after continuously for at least 12 months by local authorities,2018-2019,11.3,Percentage,%,,,,-1,
e12000001,north-east,region,Persistent absences for pupils looked after by local authorities,Persistent absences for pupils who are looked after continuously for at least 12 months by local authorities,2019-2020,,Percentage,%,,,x,-1,
e12000001,north-east,region,Persistent absences for pupils looked after by local authorities,Persistent absences for pupils who are looked after continuously for at least 12 months by local authorities,2022-2023,17.6,Percentage,%,,,,-1,
e12000001,north-east,region,Persistent absences for pupils looked after by local authorities,Persistent absences for pupils who are looked after continuously for at least 12 months by local authorities,2021-2022,16.2,Percentage,%,,,,-1,
e12000001,north-east,region,Persistent absences for pupils looked after by local authorities,Persistent absences for pupils who are looked after continuously for at least 12 months by local authorities,2023-2024,20.5,Percentage,%,,,,-1,
e12000001,north-east,region,Persistent absences for pupils looked after by local authorities,Persistent absences for pupils who are looked after continuously for at least 12 months by local authorities,2020-2021,30.0,Percentage,%,,,,-1,
e06000047,county-durham,county-or-unitary-authority,Persistent absences for pupils looked after by local authorities,Persistent absences for pupils who are looked after continuously for at least 12 months by local authorities,2018-2019,8.0,Percentage,%,,,,-1,
e06000047,county-durham,county-or-unitary-authority,Persistent absences for pupils looked after by local authorities,Persistent absences for pupils who are looked after continuously for at least 12 months by local authorities,2017-2018,7.1,Percentage,%,,,,-1,
e06000047,county-durham,county-or-unitary-authority,Persistent absences for pupils looked after by local authorities,Persistent absences for pupils who are looked after continuously for at least 12 months by local authorities,2020-2021,31.2,Percentage,%,,,,-1,
e06000047,county-durham,county-or-unitary-authority,Persistent absences for pupils looked after by local authorities,Persistent absences for pupils who are looked after continuously for at least 12 months by local authorities,2019-2020,,Percentage,%,,,x,-1,
e06000047,county-durham,county-or-unitary-authority,Persistent absences for pupils looked after by local authorities,Persistent absences for pupils who are looked after continuously for at least 12 months by local authorities,2022-2023,16.5,Percentage,%,,,,-1,
e06000047,county-durham,county-or-unitary-authority,Persistent absences for pupils looked after by local authorities,Persistent absences for pupils who are looked after continuously for at least 12 months by local authorities,2023-2024,19.8,Percentage,%,,,,-1,
e06000047,county-durham,county-or-unitary-authority,Persistent absences for pupils looked after by local authorities,Persistent absences for pupils who are looked after continuously for at least 12 months by local authorities,2021-2022,14.8,Percentage,%,,,,-1,
