AREACD,AREANM,Geography,Variable Name,Indicator,Period,Observation,Measure,Unit,Lower Confidence Interval (95%),Upper Confidence Interval (95%),Observation Status,Polarity,Notes
K02000001,United Kingdom,Country,Business expenditure on research and development,Business expenditure on research and development,2022-01-01/P1Y,50841.0,Pounds,£ million,na,na,,1,
K02000001,United Kingdom,Country,Business expenditure on research and development,Business expenditure on research and development,2023-01-01/P1Y,53195.0,Pounds,£ million,na,na,,1,
K02000001,United Kingdom,Country,Business expenditure on research and development,Business expenditure on research and development,2024-01-01/P1Y,55615.0,Pounds,£ million,na,na,,1,
E92000001,England,Nation,Business expenditure on research and development,Business expenditure on research and development,2022-01-01/P1Y,46564.0,Pounds,£ million,na,na,,1,
E92000001,England,Nation,Business expenditure on research and development,Business expenditure on research and development,2023-01-01/P1Y,48860.0,Pounds,£ million,na,na,,1,
E92000001,England,Nation,Business expenditure on research and development,Business expenditure on research and development,2024-01-01/P1Y,51135.0,Pounds,£ million,na,na,,1,
E12000001,North East,Region,Business expenditure on research and development,Business expenditure on research and development,2022-01-01/P1Y,786.0,Pounds,£ million,na,na,,1,
E12000001,North East,Region,Business expenditure on research and development,Business expenditure on research and development,2023-01-01/P1Y,761.0,Pounds,£ million,na,na,,1,
E12000001,North East,Region,Business expenditure on research and development,Business expenditure on research and development,2024-01-01/P1Y,738.0,Pounds,£ million,na,na,,1,
E12000002,North West,Region,Business expenditure on research and development,Business expenditure on research and development,2024-01-01/P1Y,4678.0,Pounds,£ million,na,na,,1,
E12000002,North West,Region,Business expenditure on research and development,Business expenditure on research and development,2022-01-01/P1Y,4942.0,Pounds,£ million,na,na,,1,
E12000002,North West,Region,Business expenditure on research and development,Business expenditure on research and development,2023-01-01/P1Y,5610.0,Pounds,£ million,na,na,,1,
E12000003,Yorkshire and The Humber,Region,Business expenditure on research and development,Business expenditure on research and development,2022-01-01/P1Y,1846.0,Pounds,£ million,na,na,,1,
E12000003,Yorkshire and The Humber,Region,Business expenditure on research and development,Business expenditure on research and development,2023-01-01/P1Y,1851.0,Pounds,£ million,na,na,,1,
E12000003,Yorkshire and The Humber,Region,Business expenditure on research and development,Business expenditure on research and development,2024-01-01/P1Y,1761.0,Pounds,£ million,na,na,,1,
E12000004,East Midlands,Region,Business expenditure on research and development,Business expenditure on research and development,2024-01-01/P1Y,2183.0,Pounds,£ million,na,na,,1,
E12000004,East Midlands,Region,Business expenditure on research and development,Business expenditure on research and development,2022-01-01/P1Y,2316.0,Pounds,£ million,na,na,,1,
E12000004,East Midlands,Region,Business expenditure on research and development,Business expenditure on research and development,2023-01-01/P1Y,2096.0,Pounds,£ million,na,na,,1,
E12000005,West Midlands,Region,Business expenditure on research and development,Business expenditure on research and development,2023-01-01/P1Y,4378.0,Pounds,£ million,na,na,,1,
E12000005,West Midlands,Region,Business expenditure on research and development,Business expenditure on research and development,2024-01-01/P1Y,4862.0,Pounds,£ million,na,na,,1,
E12000005,West Midlands,Region,Business expenditure on research and development,Business expenditure on research and development,2022-01-01/P1Y,3724.0,Pounds,£ million,na,na,,1,
E12000006,East of England,Region,Business expenditure on research and development,Business expenditure on research and development,2022-01-01/P1Y,9895.0,Pounds,£ million,na,na,,1,
E12000006,East of England,Region,Business expenditure on research and development,Business expenditure on research and development,2023-01-01/P1Y,9787.0,Pounds,£ million,na,na,,1,
E12000006,East of England,Region,Business expenditure on research and development,Business expenditure on research and development,2024-01-01/P1Y,10301.0,Pounds,£ million,na,na,,1,
E12000007,London,Region,Business expenditure on research and development,Business expenditure on research and development,2022-01-01/P1Y,10816.0,Pounds,£ million,na,na,,1,
E12000007,London,Region,Business expenditure on research and development,Business expenditure on research and development,2023-01-01/P1Y,12696.0,Pounds,£ million,na,na,,1,
E12000007,London,Region,Business expenditure on research and development,Business expenditure on research and development,2024-01-01/P1Y,13325.0,Pounds,£ million,na,na,,1,
E12000008,South East,Region,Business expenditure on research and development,Business expenditure on research and development,2024-01-01/P1Y,9228.0,Pounds,£ million,na,na,,1,
E12000008,South East,Region,Business expenditure on research and development,Business expenditure on research and development,2022-01-01/P1Y,8593.0,Pounds,£ million,na,na,,1,
E12000008,South East,Region,Business expenditure on research and development,Business expenditure on research and development,2023-01-01/P1Y,8468.0,Pounds,£ million,na,na,,1,
E12000009,South West,Region,Business expenditure on research and development,Business expenditure on research and development,2024-01-01/P1Y,4060.0,Pounds,£ million,na,na,,1,
E12000009,South West,Region,Business expenditure on research and development,Business expenditure on research and development,2022-01-01/P1Y,3645.0,Pounds,£ million,na,na,,1,
E12000009,South West,Region,Business expenditure on research and development,Business expenditure on research and development,2023-01-01/P1Y,3213.0,Pounds,£ million,na,na,,1,
W92000004,Wales,Nation,Business expenditure on research and development,Business expenditure on research and development,2022-01-01/P1Y,873.0,Pounds,£ million,na,na,,1,
W92000004,Wales,Nation,Business expenditure on research and development,Business expenditure on research and development,2023-01-01/P1Y,825.0,Pounds,£ million,na,na,,1,
W92000004,Wales,Nation,Business expenditure on research and development,Business expenditure on research and development,2024-01-01/P1Y,884.0,Pounds,£ million,na,na,,1,
S92000003,Scotland,Nation,Business expenditure on research and development,Business expenditure on research and development,2023-01-01/P1Y,2769.0,Pounds,£ million,na,na,,1,
S92000003,Scotland,Nation,Business expenditure on research and development,Business expenditure on research and development,2022-01-01/P1Y,2632.0,Pounds,£ million,na,na,,1,
S92000003,Scotland,Nation,Business expenditure on research and development,Business expenditure on research and development,2024-01-01/P1Y,2837.0,Pounds,£ million,na,na,,1,
N92000002,Northern Ireland,Nation,Business expenditure on research and development,Business expenditure on research and development,2023-01-01/P1Y,741.0,Pounds,£ million,na,na,,1,
N92000002,Northern Ireland,Nation,Business expenditure on research and development,Business expenditure on research and development,2022-01-01/P1Y,772.0,Pounds,£ million,na,na,,1,
N92000002,Northern Ireland,Nation,Business expenditure on research and development,Business expenditure on research and development,2024-01-01/P1Y,758.0,Pounds,£ million,na,na,,1,
