AREACD,AREANM,Geography,Variable Name,Indicator,Period,Observation,Measure,Unit,Lower Confidence Interval (95%),Upper Confidence Interval (95%),Observation Status,Polarity,Notes
n92000002,northern-ireland,nation,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2016,49.8,Percentage,%,,,,1,
n92000002,northern-ireland,nation,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2017,51.2,Percentage,%,,,,1,
n92000002,northern-ireland,nation,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2018,54.1,Percentage,%,,,,1,
n92000002,northern-ireland,nation,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2019,55.6,Percentage,%,,,,1,
n92000002,northern-ireland,nation,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2020,56.0,Percentage,%,,,,1,
n92000002,northern-ireland,nation,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2021,59.9,Percentage,%,,,,1,
n92000002,northern-ireland,nation,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2022,57.2,Percentage,%,,,,1,
n92000002,northern-ireland,nation,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2023,59.2,Percentage,%,,,,1,
n09000001,antrim-and-newtownabbey,local-authority-district,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2023,62.2,Percentage,%,,,,1,
n09000001,antrim-and-newtownabbey,local-authority-district,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2022,57.5,Percentage,%,,,,1,
n09000001,antrim-and-newtownabbey,local-authority-district,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2021,64.0,Percentage,%,,,,1,
n09000001,antrim-and-newtownabbey,local-authority-district,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2020,60.8,Percentage,%,,,,1,
n09000001,antrim-and-newtownabbey,local-authority-district,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2017,54.0,Percentage,%,,,,1,
n09000001,antrim-and-newtownabbey,local-authority-district,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2018,56.1,Percentage,%,,,,1,
n09000001,antrim-and-newtownabbey,local-authority-district,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2016,49.4,Percentage,%,,,,1,
n09000001,antrim-and-newtownabbey,local-authority-district,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2019,61.0,Percentage,%,,,,1,
n09000002,armagh-city-banbridge-and-craigavon,local-authority-district,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2022,56.7,Percentage,%,,,,1,
n09000002,armagh-city-banbridge-and-craigavon,local-authority-district,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2023,60.3,Percentage,%,,,,1,
n09000002,armagh-city-banbridge-and-craigavon,local-authority-district,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2020,54.3,Percentage,%,,,,1,
n09000002,armagh-city-banbridge-and-craigavon,local-authority-district,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2021,57.3,Percentage,%,,,,1,
n09000002,armagh-city-banbridge-and-craigavon,local-authority-district,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2018,52.5,Percentage,%,,,,1,
n09000002,armagh-city-banbridge-and-craigavon,local-authority-district,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2019,51.6,Percentage,%,,,,1,
n09000002,armagh-city-banbridge-and-craigavon,local-authority-district,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2017,51.5,Percentage,%,,,,1,
n09000002,armagh-city-banbridge-and-craigavon,local-authority-district,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2016,46.1,Percentage,%,,,,1,
n09000003,belfast,local-authority-district,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2022,57.0,Percentage,%,,,,1,
n09000003,belfast,local-authority-district,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2021,60.9,Percentage,%,,,,1,
n09000003,belfast,local-authority-district,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2020,53.9,Percentage,%,,,,1,
n09000003,belfast,local-authority-district,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2023,55.8,Percentage,%,,,,1,
n09000003,belfast,local-authority-district,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2018,55.9,Percentage,%,,,,1,
n09000003,belfast,local-authority-district,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2017,52.3,Percentage,%,,,,1,
n09000003,belfast,local-authority-district,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2016,51.9,Percentage,%,,,,1,
n09000003,belfast,local-authority-district,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2019,51.5,Percentage,%,,,,1,
n09000004,causeway-coast-and-glens,local-authority-district,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2016,41.6,Percentage,%,,,,1,
n09000004,causeway-coast-and-glens,local-authority-district,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2017,45.5,Percentage,%,,,,1,
n09000004,causeway-coast-and-glens,local-authority-district,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2018,51.0,Percentage,%,,,,1,
n09000004,causeway-coast-and-glens,local-authority-district,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2019,52.1,Percentage,%,,,,1,
n09000004,causeway-coast-and-glens,local-authority-district,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2020,49.5,Percentage,%,,,,1,
n09000004,causeway-coast-and-glens,local-authority-district,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2021,56.9,Percentage,%,,,,1,
n09000004,causeway-coast-and-glens,local-authority-district,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2022,49.8,Percentage,%,,,,1,
n09000004,causeway-coast-and-glens,local-authority-district,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2023,52.0,Percentage,%,,,,1,
n09000005,derry-city-and-strabane,local-authority-district,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2021,57.1,Percentage,%,,,,1,
n09000005,derry-city-and-strabane,local-authority-district,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2022,57.7,Percentage,%,,,,1,
n09000005,derry-city-and-strabane,local-authority-district,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2020,46.1,Percentage,%,,,,1,
n09000005,derry-city-and-strabane,local-authority-district,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2023,53.4,Percentage,%,,,,1,
n09000005,derry-city-and-strabane,local-authority-district,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2018,51.6,Percentage,%,,,,1,
n09000005,derry-city-and-strabane,local-authority-district,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2017,48.4,Percentage,%,,,,1,
n09000005,derry-city-and-strabane,local-authority-district,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2016,42.9,Percentage,%,,,,1,
n09000005,derry-city-and-strabane,local-authority-district,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2019,49.0,Percentage,%,,,,1,
n09000006,fermanagh-and-omagh,local-authority-district,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2022,52.2,Percentage,%,,,,1,
n09000006,fermanagh-and-omagh,local-authority-district,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2021,56.4,Percentage,%,,,,1,
n09000006,fermanagh-and-omagh,local-authority-district,Level 3 or above qualifications (Northern Ireland),Proportion of the population aged 16 – 64 with level 3+ qualifications (Northern Ireland),2020,50.8,Percentage,%,,,,1,
