AREACD,AREANM,Geography,Variable Name,Indicator,Mission,Category,Period,Value,Measure,Unit,Lower Confidence Interval (95%),Upper Confidence Interval (95%),Observation Status,Polarity,Notes
e92000001,England,Nation,Persistent absences for pupils who are looked after by local authorities,Persistent absences for pupils looked after by local authorities,Mission 5,Spreading opportunity and improving public services,2020-2021,32.1,Percentage,%,,,,-1,
e92000001,England,Nation,Persistent absences for pupils who are looked after by local authorities,Persistent absences for pupils looked after by local authorities,Mission 5,Spreading opportunity and improving public services,2019-2020,,Percentage,%,,,x,-1,
e92000001,England,Nation,Persistent absences for pupils who are looked after by local authorities,Persistent absences for pupils looked after by local authorities,Mission 5,Spreading opportunity and improving public services,2021-2022,19.1,Percentage,%,,,,-1,
e92000001,England,Nation,Persistent absences for pupils who are looked after by local authorities,Persistent absences for pupils looked after by local authorities,Mission 5,Spreading opportunity and improving public services,2018-2019,12.1,Percentage,%,,,,-1,
e92000001,England,Nation,Persistent absences for pupils who are looked after by local authorities,Persistent absences for pupils looked after by local authorities,Mission 5,Spreading opportunity and improving public services,2017-2018,11.8,Percentage,%,,,,-1,
e92000001,England,Nation,Persistent absences for pupils who are looked after by local authorities,Persistent absences for pupils looked after by local authorities,Mission 5,Spreading opportunity and improving public services,2016-2017,11.2,Percentage,%,,,,-1,
e12000001,North East,Region,Persistent absences for pupils who are looked after by local authorities,Persistent absences for pupils looked after by local authorities,Mission 5,Spreading opportunity and improving public services,2020-2021,29.9,Percentage,%,,,,-1,
e12000001,North East,Region,Persistent absences for pupils who are looked after by local authorities,Persistent absences for pupils looked after by local authorities,Mission 5,Spreading opportunity and improving public services,2019-2020,,Percentage,%,,,x,-1,
e12000001,North East,Region,Persistent absences for pupils who are looked after by local authorities,Persistent absences for pupils looked after by local authorities,Mission 5,Spreading opportunity and improving public services,2021-2022,16.1,Percentage,%,,,,-1,
e12000001,North East,Region,Persistent absences for pupils who are looked after by local authorities,Persistent absences for pupils looked after by local authorities,Mission 5,Spreading opportunity and improving public services,2018-2019,11.3,Percentage,%,,,,-1,
e12000001,North East,Region,Persistent absences for pupils who are looked after by local authorities,Persistent absences for pupils looked after by local authorities,Mission 5,Spreading opportunity and improving public services,2017-2018,10.0,Percentage,%,,,,-1,
e12000001,North East,Region,Persistent absences for pupils who are looked after by local authorities,Persistent absences for pupils looked after by local authorities,Mission 5,Spreading opportunity and improving public services,2016-2017,9.4,Percentage,%,,,,-1,
