Uri Identifier,Label,Notation,Parent Uri Identifier,Sort Priority,Description,Original Concept URI
e06000001,E06000001,e06000001,,0,,http://statistics.data.gov.uk/id/statistical-geography/E06000001
e06000002,E06000002,e06000002,,1,,http://statistics.data.gov.uk/id/statistical-geography/E06000002
e06000003,E06000003,e06000003,,2,,http://statistics.data.gov.uk/id/statistical-geography/E06000003
e06000004,E06000004,e06000004,,3,,http://statistics.data.gov.uk/id/statistical-geography/E06000004
e06000005,E06000005,e06000005,,4,,http://statistics.data.gov.uk/id/statistical-geography/E06000005
e06000006,E06000006,e06000006,,5,,http://statistics.data.gov.uk/id/statistical-geography/E06000006
e06000007,E06000007,e06000007,,6,,http://statistics.data.gov.uk/id/statistical-geography/E06000007
e06000008,E06000008,e06000008,,7,,http://statistics.data.gov.uk/id/statistical-geography/E06000008
e06000009,E06000009,e06000009,,8,,http://statistics.data.gov.uk/id/statistical-geography/E06000009
e06000010,E06000010,e06000010,,9,,http://statistics.data.gov.uk/id/statistical-geography/E06000010
e06000011,E06000011,e06000011,,10,,http://statistics.data.gov.uk/id/statistical-geography/E06000011
e06000012,E06000012,e06000012,,11,,http://statistics.data.gov.uk/id/statistical-geography/E06000012
e06000013,E06000013,e06000013,,12,,http://statistics.data.gov.uk/id/statistical-geography/E06000013
e06000014,E06000014,e06000014,,13,,http://statistics.data.gov.uk/id/statistical-geography/E06000014
e06000015,E06000015,e06000015,,14,,http://statistics.data.gov.uk/id/statistical-geography/E06000015
e06000016,E06000016,e06000016,,15,,http://statistics.data.gov.uk/id/statistical-geography/E06000016
e06000017,E06000017,e06000017,,16,,http://statistics.data.gov.uk/id/statistical-geography/E06000017
e06000018,E06000018,e06000018,,17,,http://statistics.data.gov.uk/id/statistical-geography/E06000018
e06000019,E06000019,e06000019,,18,,http://statistics.data.gov.uk/id/statistical-geography/E06000019
e06000020,E06000020,e06000020,,19,,http://statistics.data.gov.uk/id/statistical-geography/E06000020
e06000021,E06000021,e06000021,,20,,http://statistics.data.gov.uk/id/statistical-geography/E06000021
e06000022,E06000022,e06000022,,21,,http://statistics.data.gov.uk/id/statistical-geography/E06000022
e06000023,E06000023,e06000023,,22,,http://statistics.data.gov.uk/id/statistical-geography/E06000023
e06000024,E06000024,e06000024,,23,,http://statistics.data.gov.uk/id/statistical-geography/E06000024
e06000025,E06000025,e06000025,,24,,http://statistics.data.gov.uk/id/statistical-geography/E06000025
e06000026,E06000026,e06000026,,25,,http://statistics.data.gov.uk/id/statistical-geography/E06000026
e06000027,E06000027,e06000027,,26,,http://statistics.data.gov.uk/id/statistical-geography/E06000027
e06000028,E06000028,e06000028,,27,,http://statistics.data.gov.uk/id/statistical-geography/E06000028
e06000029,E06000029,e06000029,,28,,http://statistics.data.gov.uk/id/statistical-geography/E06000029
e06000030,E06000030,e06000030,,29,,http://statistics.data.gov.uk/id/statistical-geography/E06000030
e06000031,E06000031,e06000031,,30,,http://statistics.data.gov.uk/id/statistical-geography/E06000031
e06000032,E06000032,e06000032,,31,,http://statistics.data.gov.uk/id/statistical-geography/E06000032
e06000033,E06000033,e06000033,,32,,http://statistics.data.gov.uk/id/statistical-geography/E06000033
e06000034,E06000034,e06000034,,33,,http://statistics.data.gov.uk/id/statistical-geography/E06000034
e06000035,E06000035,e06000035,,34,,http://statistics.data.gov.uk/id/statistical-geography/E06000035
e06000036,E06000036,e06000036,,35,,http://statistics.data.gov.uk/id/statistical-geography/E06000036
e06000037,E06000037,e06000037,,36,,http://statistics.data.gov.uk/id/statistical-geography/E06000037
e06000038,E06000038,e06000038,,37,,http://statistics.data.gov.uk/id/statistical-geography/E06000038
e06000039,E06000039,e06000039,,38,,http://statistics.data.gov.uk/id/statistical-geography/E06000039
