AREACD,AREANM,Geography,Variable Name,Indicator,Mission,Category,Period,Observation,Measure,Unit,Lower Confidence Interval (95%),Upper Confidence Interval (95%),Observation Status,Polarity,Notes
e92000001,england,nation,Persistent absences for all pupils,Persistent absences for all pupils,Mission 5,Spreading opportunity and improving public services,2013-08-01t00-00-00/p1y,10.67379,Percentage,%,,,,-1,
e92000001,england,nation,Persistent absences for all pupils,Persistent absences for all pupils,Mission 5,Spreading opportunity and improving public services,2022-08-01t00-00-00/p1y,21.21817,Percentage,%,,,,-1,
e92000001,england,nation,Persistent absences for all pupils,Persistent absences for all pupils,Mission 5,Spreading opportunity and improving public services,2016-08-01t00-00-00/p1y,10.78697,Percentage,%,,,,-1,
e92000001,england,nation,Persistent absences for all pupils,Persistent absences for all pupils,Mission 5,Spreading opportunity and improving public services,2011-08-01t00-00-00/p1y,13.50786,Percentage,%,,,,-1,
e92000001,england,nation,Persistent absences for all pupils,Persistent absences for all pupils,Mission 5,Spreading opportunity and improving public services,2008-08-01t00-00-00/p1y,18.486320000000003,Percentage,%,,,,-1,
e92000001,england,nation,Persistent absences for all pupils,Persistent absences for all pupils,Mission 5,Spreading opportunity and improving public services,2012-08-01t00-00-00/p1y,13.63616,Percentage,%,,,,-1,
e92000001,england,nation,Persistent absences for all pupils,Persistent absences for all pupils,Mission 5,Spreading opportunity and improving public services,2007-08-01t00-00-00/p1y,18.47919,Percentage,%,,,,-1,
e92000001,england,nation,Persistent absences for all pupils,Persistent absences for all pupils,Mission 5,Spreading opportunity and improving public services,2017-08-01t00-00-00/p1y,11.16776,Percentage,%,,,,-1,
e92000001,england,nation,Persistent absences for all pupils,Persistent absences for all pupils,Mission 5,Spreading opportunity and improving public services,2006-08-01t00-00-00/p1y,19.3335,Percentage,%,,,,-1,
e92000001,england,nation,Persistent absences for all pupils,Persistent absences for all pupils,Mission 5,Spreading opportunity and improving public services,2021-08-01t00-00-00/p1y,22.50843,Percentage,%,,,,-1,
e92000001,england,nation,Persistent absences for all pupils,Persistent absences for all pupils,Mission 5,Spreading opportunity and improving public services,2015-08-01t00-00-00/p1y,10.49978,Percentage,%,,,,-1,
e92000001,england,nation,Persistent absences for all pupils,Persistent absences for all pupils,Mission 5,Spreading opportunity and improving public services,2010-08-01t00-00-00/p1y,16.25496,Percentage,%,,,,-1,
e92000001,england,nation,Persistent absences for all pupils,Persistent absences for all pupils,Mission 5,Spreading opportunity and improving public services,2009-08-01t00-00-00/p1y,17.43129,Percentage,%,,,,-1,
e92000001,england,nation,Persistent absences for all pupils,Persistent absences for all pupils,Mission 5,Spreading opportunity and improving public services,2020-08-01t00-00-00/p1y,12.07846,Percentage,%,,,,-1,
e92000001,england,nation,Persistent absences for all pupils,Persistent absences for all pupils,Mission 5,Spreading opportunity and improving public services,2018-08-01t00-00-00/p1y,10.86219,Percentage,%,,,,-1,
e92000001,england,nation,Persistent absences for all pupils,Persistent absences for all pupils,Mission 5,Spreading opportunity and improving public services,2014-08-01t00-00-00/p1y,10.96052,Percentage,%,,,,-1,
e12000001,north-east,region,Persistent absences for all pupils,Persistent absences for all pupils,Mission 5,Spreading opportunity and improving public services,2017-08-01t00-00-00/p1y,12.21058,Percentage,%,,,,-1,
e12000001,north-east,region,Persistent absences for all pupils,Persistent absences for all pupils,Mission 5,Spreading opportunity and improving public services,2016-08-01t00-00-00/p1y,11.74966,Percentage,%,,,,-1,
e12000001,north-east,region,Persistent absences for all pupils,Persistent absences for all pupils,Mission 5,Spreading opportunity and improving public services,2010-08-01t00-00-00/p1y,18.32592,Percentage,%,,,,-1,
e12000001,north-east,region,Persistent absences for all pupils,Persistent absences for all pupils,Mission 5,Spreading opportunity and improving public services,2007-08-01t00-00-00/p1y,19.10488,Percentage,%,,,,-1,
e12000001,north-east,region,Persistent absences for all pupils,Persistent absences for all pupils,Mission 5,Spreading opportunity and improving public services,2009-08-01t00-00-00/p1y,18.76804,Percentage,%,,,,-1,
