AREACD,AREANM,Geography,Variable Name,Indicator,Mission,Category,Period,Value,Measure,Unit,Lower Confidence Interval (95%),Upper Confidence Interval (95%),Observation Status,Polarity,Notes
k02000001,United Kingdom,Country,Inward foreign direct investment (FDI),Inward foreign direct investment (FDI),Mission 1,"Boosting productivity, pay, jobs and living standards",2015,1032534.0,Pounds,£ million,,,,1,
k02000001,United Kingdom,Country,Inward foreign direct investment (FDI),Inward foreign direct investment (FDI),Mission 1,"Boosting productivity, pay, jobs and living standards",2021,2002355.0,Pounds,£ million,,,,1,
k02000001,United Kingdom,Country,Inward foreign direct investment (FDI),Inward foreign direct investment (FDI),Mission 1,"Boosting productivity, pay, jobs and living standards",2020,1919232.0,Pounds,£ million,,,,1,
k02000001,United Kingdom,Country,Inward foreign direct investment (FDI),Inward foreign direct investment (FDI),Mission 1,"Boosting productivity, pay, jobs and living standards",2019,1640641.0,Pounds,£ million,,,,1,
k02000001,United Kingdom,Country,Inward foreign direct investment (FDI),Inward foreign direct investment (FDI),Mission 1,"Boosting productivity, pay, jobs and living standards",2018,1572819.0,Pounds,£ million,,,,1,
k02000001,United Kingdom,Country,Inward foreign direct investment (FDI),Inward foreign direct investment (FDI),Mission 1,"Boosting productivity, pay, jobs and living standards",2017,1392497.0,Pounds,£ million,,,,1,
k02000001,United Kingdom,Country,Inward foreign direct investment (FDI),Inward foreign direct investment (FDI),Mission 1,"Boosting productivity, pay, jobs and living standards",2016,1187303.0,Pounds,£ million,,,,1,
k99000001,UK not allocated,ITL Level 1,Inward foreign direct investment (FDI),Inward foreign direct investment (FDI),Mission 1,"Boosting productivity, pay, jobs and living standards",2020,87535.0,Pounds,£ million,,,,1,
k99000001,UK not allocated,ITL Level 1,Inward foreign direct investment (FDI),Inward foreign direct investment (FDI),Mission 1,"Boosting productivity, pay, jobs and living standards",2021,87590.0,Pounds,£ million,,,,1,
k99000001,UK not allocated,ITL Level 1,Inward foreign direct investment (FDI),Inward foreign direct investment (FDI),Mission 1,"Boosting productivity, pay, jobs and living standards",2019,176852.0,Pounds,£ million,,,,1,
k99000001,UK not allocated,ITL Level 1,Inward foreign direct investment (FDI),Inward foreign direct investment (FDI),Mission 1,"Boosting productivity, pay, jobs and living standards",2016,79168.0,Pounds,£ million,,,,1,
k99000001,UK not allocated,ITL Level 1,Inward foreign direct investment (FDI),Inward foreign direct investment (FDI),Mission 1,"Boosting productivity, pay, jobs and living standards",2017,143348.0,Pounds,£ million,,,,1,
k99000001,UK not allocated,ITL Level 1,Inward foreign direct investment (FDI),Inward foreign direct investment (FDI),Mission 1,"Boosting productivity, pay, jobs and living standards",2015,31485.0,Pounds,£ million,,,,1,
k99000001,UK not allocated,ITL Level 1,Inward foreign direct investment (FDI),Inward foreign direct investment (FDI),Mission 1,"Boosting productivity, pay, jobs and living standards",2018,185836.0,Pounds,£ million,,,,1,
tlc,North East,ITL Level 1,Inward foreign direct investment (FDI),Inward foreign direct investment (FDI),Mission 1,"Boosting productivity, pay, jobs and living standards",2015,15280.0,Pounds,£ million,,,,1,
tlc,North East,ITL Level 1,Inward foreign direct investment (FDI),Inward foreign direct investment (FDI),Mission 1,"Boosting productivity, pay, jobs and living standards",2016,17231.0,Pounds,£ million,,,,1,
tlc,North East,ITL Level 1,Inward foreign direct investment (FDI),Inward foreign direct investment (FDI),Mission 1,"Boosting productivity, pay, jobs and living standards",2017,23311.0,Pounds,£ million,,,,1,
tlc,North East,ITL Level 1,Inward foreign direct investment (FDI),Inward foreign direct investment (FDI),Mission 1,"Boosting productivity, pay, jobs and living standards",2018,24261.0,Pounds,£ million,,,,1,
tlc,North East,ITL Level 1,Inward foreign direct investment (FDI),Inward foreign direct investment (FDI),Mission 1,"Boosting productivity, pay, jobs and living standards",2019,23162.0,Pounds,£ million,,,,1,
tlc,North East,ITL Level 1,Inward foreign direct investment (FDI),Inward foreign direct investment (FDI),Mission 1,"Boosting productivity, pay, jobs and living standards",2020,30640.0,Pounds,£ million,,,,1,
tlc,North East,ITL Level 1,Inward foreign direct investment (FDI),Inward foreign direct investment (FDI),Mission 1,"Boosting productivity, pay, jobs and living standards",2021,27934.0,Pounds,£ million,,,,1,
tlc1,Tees Valley and Durham,ITL Level 2,Inward foreign direct investment (FDI),Inward foreign direct investment (FDI),Mission 1,"Boosting productivity, pay, jobs and living standards",2020,7812.0,Pounds,£ million,,,,1,
tlc1,Tees Valley and Durham,ITL Level 2,Inward foreign direct investment (FDI),Inward foreign direct investment (FDI),Mission 1,"Boosting productivity, pay, jobs and living standards",2021,7448.0,Pounds,£ million,,,,1,
tlc1,Tees Valley and Durham,ITL Level 2,Inward foreign direct investment (FDI),Inward foreign direct investment (FDI),Mission 1,"Boosting productivity, pay, jobs and living standards",2019,10653.0,Pounds,£ million,,,,1,
